id;span_text;raw_output;pred_label;true_label;confidence;rationale
1721;If u were a vegetable.. you'd be a Cab-bitch!;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span contains profanity ('Cab-bitch') without targeting a specific entity, fitting the UNHARMFUL_PROFANITY label.""
}";1;1;HIGH;The span contains profanity ('Cab-bitch') without targeting a specific entity, fitting the UNHARMFUL_PROFANITY label.
1032;@KTLA This shit is obscene and that judge is sick.;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains targeted insult towards a judge, which is a protected category.""
}";2;2;HIGH;The span_text contains targeted insult towards a judge, which is a protected category.
48;this poor man up for clicks and views. Fkn pathetic;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains profanity ('Fkn') without targeting a specific entity.""
}";1;1;HIGH;The span_text contains profanity ('Fkn') without targeting a specific entity.
1421;parts of yourself. That's like fucking up your most prized;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""MEDIUM"",
   ""rationale"": ""The presence of profanity in the span_text, specifically the word 'fucking', justifies this classification.""
}";1;1;MEDIUM;The presence of profanity in the span_text, specifically the word 'fucking', justifies this classification.
41;physically in my sweatpants studying maths, mentally in my dark;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any conflictual language, excessive profanity, or targeted insults.""
}";0;0;HIGH;The span_text does not contain any conflictual language, excessive profanity, or targeted insults.
1244;@user Giving cash to the homeless makes them capitalists? Fuckin;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The presence of profanity in the span_text, specifically the word 'Fuckin', is the justification for this label.""
}";1;2;HIGH;The presence of profanity in the span_text, specifically the word 'Fuckin', is the justification for this label.
497;He fell asleep still sobbing, feeling so empty physically and;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any conflictual language, slurs, or excessive profanity, and does not target a specific entity.""
}";0;0;HIGH;The span_text does not contain any conflictual language, slurs, or excessive profanity, and does not target a specific entity.
472;@kilmeade @bdomenech Think you are the one who needs to;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""MEDIUM"",
   ""rationale"": ""The span_text contains a targeted insult with the phrase 'Think you are the one who needs to', which implies a conflictual tone.""
}";2;0;MEDIUM;The span_text contains a targeted insult with the phrase 'Think you are the one who needs to', which implies a conflictual tone.
494;trauma dumping is not okay and really kills the mood;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""MEDIUM"",
   ""rationale"": ""The span_text contains a statement that can be perceived as an attack or negative judgment on a specific behavior ('trauma dumping'), which may be considered conflictual.""
}";2;2;MEDIUM;The span_text contains a statement that can be perceived as an attack or negative judgment on a specific behavior ('trauma dumping'), which may be considered conflictual.
211;Of course he's found not guilty. He's white 🤷🏽\u200d♀️;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a racial bias phrase '\ud83e\udd37\ud83c\udffd\\u200d\u2640\ufe0f' which is an emoji representing a white person, indicating a conflictual language.""
}";2;2;HIGH;The span_text contains a racial bias phrase '🤷🏽\u200d♀️' which is an emoji representing a white person, indicating a conflictual language.
28;watching mx on vacation why is kihyun so energetic first;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain conflictual language, profanity, or targeted insults, making it suitable for the NONE label.""
}";0;0;HIGH;The span_text does not contain conflictual language, profanity, or targeted insults, making it suitable for the NONE label.
342;get in fan wars and shit like this happens, and;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""MEDIUM"",
   ""rationale"": ""The span_text contains profanity ('shit') which is not directed towards a specific entity, thus fitting the UNHARMFUL_PROFANITY label.""
}";1;1;MEDIUM;The span_text contains profanity ('shit') which is not directed towards a specific entity, thus fitting the UNHARMFUL_PROFANITY label.
73;yeah yeah I agree, I was just talking about the;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any conflictual language, excessive profanity, or targeted insults.""
}";0;0;HIGH;The span_text does not contain any conflictual language, excessive profanity, or targeted insults.
390;You know what's depressing? Knowing the local baby pantries/supply charities;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any conflictual language, profanity, or targeted insults.""
}";0;0;HIGH;The span_text does not contain any conflictual language, profanity, or targeted insults.
1627;Get away from Ranboo you slimy green bastard. All Dream;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains targeted insults based on protected categories ('slimy green bastard') and directed towards a specific entity ('Ranboo').""
}";2;2;HIGH;The span_text contains targeted insults based on protected categories ('slimy green bastard') and directed towards a specific entity ('Ranboo').
474;@Timcast Supporting a claim of misrepresentation with misrepresentation? He paid;"{
  ""label"": ""NONE"",
   ""confidence"": ""MEDIUM"",
   ""rationale"": ""The span_text contains a statement questioning the credibility of someone, but does not contain any profanity, slurs, or targeted insults.""
}";0;0;MEDIUM;The span_text contains a statement questioning the credibility of someone, but does not contain any profanity, slurs, or targeted insults.
1286;@user @user Your cock is totally yummy bimate🔥;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains profanity ('cock', 'bimate') without targeting a specific entity.""
}";1;1;HIGH;The span_text contains profanity ('cock', 'bimate') without targeting a specific entity.
107;@hakeemjeffries innocent until proven guilty, mr representative (guess they don't;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted insult towards a representative, which is a form of conflictual language.""
}";2;0;HIGH;The span_text contains a targeted insult towards a representative, which is a form of conflictual language.
748;boss just played the meanest fucking prank on me! He;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains profanity ('fucking') without targeting a specific entity.""
}";1;1;HIGH;The span_text contains profanity ('fucking') without targeting a specific entity.
1069;@barstoolsports @SpinninBackfist Looks like a bunch of fags!;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a derogatory term ('fags') directed at a group of people, which is an attack based on a protected category.""
}";2;2;HIGH;The span_text contains a derogatory term ('fags') directed at a group of people, which is an attack based on a protected category.
1989;y'all niggas some straight faggies who tf sits and talks;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains targeted insults towards protected categories (LGBTQ+ individuals) based on explicit phrases ('faggies').""
}";2;2;HIGH;The span_text contains targeted insults towards protected categories (LGBTQ+ individuals) based on explicit phrases ('faggies').
123;Congratulations to the people who I rooted for in the;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any conflictual language, excessive profanity, or targeted insults.""
}";0;0;HIGH;The span_text does not contain any conflictual language, excessive profanity, or targeted insults.
1776;Same level of lies, same level of ignorance, same bullshit.;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains profanity ('bullshit') without targeting a specific entity.""
}";1;2;HIGH;The span_text contains profanity ('bullshit') without targeting a specific entity.
1098;Like transport Cop with me and my wife. scum fuckinggrim;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains profanity ('fuckinggrim') without targeting a specific entity.""
}";1;1;HIGH;The span_text contains profanity ('fuckinggrim') without targeting a specific entity.
1245;damn tweet. Stop being purposely obtuse you absolute moron, its;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted insult ('absolute moron') directed towards a specific entity, which is classified as conflictual language.""
}";2;2;HIGH;The span_text contains a targeted insult ('absolute moron') directed towards a specific entity, which is classified as conflictual language.
509;8PAY IDO whitelisting is now open. BSC BSCPAD 8PAY;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any conflictual language, excessive profanity, or targeted insults.""
}";0;0;HIGH;The span_text does not contain any conflictual language, excessive profanity, or targeted insults.
103;reflects on you Not weepin'' in a party bathroom Some;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any conflictual language, excessive profanity, or targeted insults. It appears to be a narrative description.""
}";0;0;HIGH;The span_text does not contain any conflictual language, excessive profanity, or targeted insults. It appears to be a narrative description.
792;of my foot I transform into a vicious hateful bitch;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a derogatory term ('hateful bitch') directed at a protected category ('woman').""
}";2;1;HIGH;The span_text contains a derogatory term ('hateful bitch') directed at a protected category ('woman').
1733;to me she probably already knows I like girls fucccc;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span contains profanity ('fucccc'), which is a strong indicator for UNHARMFUL_PROFANITY label.""
}";1;1;HIGH;The span contains profanity ('fucccc'), which is a strong indicator for UNHARMFUL_PROFANITY label.
417;the day fully hating everyone who thinks it's a joke;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains language that is an attack based on a protected category ('hating everyone'), indicating conflictual language.""
}";2;2;HIGH;The span_text contains language that is an attack based on a protected category ('hating everyone'), indicating conflictual language.
1295;@user A girlcock dipped in cake for Christmas. Yes, please.;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""MEDIUM"",
   ""rationale"": ""The span_text contains profanity ('girlcock') which is not directed toward a specific entity.""
}";1;1;MEDIUM;The span_text contains profanity ('girlcock') which is not directed toward a specific entity.
561;@alexberesfordTV @piersmorgan Is this how @user and @GMB are choosing;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a question and mentions of Twitter handles, but does not contain any profanity, slurs, or targeted insults.""
}";0;0;HIGH;The span_text contains a question and mentions of Twitter handles, but does not contain any profanity, slurs, or targeted insults.
1910;i would describe you as a pretentious shitrug that likes;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains profanity ('shitrug') which is not directed towards a specific entity.""
}";1;2;HIGH;The span_text contains profanity ('shitrug') which is not directed towards a specific entity.
1100;@robreiner A bunch of hypocritical wankers. Deny covid-19 but many;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted insult, 'hypocritical wankers', which is directed at a specific entity, @robreiner, and is based on protected categories.""
}";2;1;HIGH;The span_text contains a targeted insult, 'hypocritical wankers', which is directed at a specific entity, @robreiner, and is based on protected categories.
175;Eggs with bacon bits and mushrooms, strawberry wild blueberry spinach;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a list of food items and does not contain any conflictual language, excessive profanity, or targeted insults.""
}";0;0;HIGH;The span_text contains a list of food items and does not contain any conflictual language, excessive profanity, or targeted insults.
188;on man don't make excuses to be a prick where's;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span contains profanity ('prick') without targeting a specific entity.""
}";1;2;HIGH;The span contains profanity ('prick') without targeting a specific entity.
323;like and then I remember shit like this happens all;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""MEDIUM"",
   ""rationale"": ""The span_text contains profanity ('shit'), which is a reason for classification as UNHARMFUL_PROFANITY.""
}";1;1;MEDIUM;The span_text contains profanity ('shit'), which is a reason for classification as UNHARMFUL_PROFANITY.
277;anti-racism'... like, no, you absolute fuckface!!! That's all wrong! The;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The presence of the phrase 'anti-racism' and the targeted insult 'absolute fuckface' directed at a person or group, indicates conflictual language.""
}";2;1;HIGH;The presence of the phrase 'anti-racism' and the targeted insult 'absolute fuckface' directed at a person or group, indicates conflictual language.
481;Bro got 1 follower but holding class on weewees lol;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains casual language and a joke, but no conflictual or profane content.""
}";0;0;HIGH;The span_text contains casual language and a joke, but no conflictual or profane content.
900;It's really some Duck Dynasty looking muthafucka at the crib;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span contains profanity ('muthafucka') which is not directed towards a specific entity, but the presence of the word 'looking' followed by a derogatory term suggests a negative connotation.""
}";1;2;HIGH;The span contains profanity ('muthafucka') which is not directed towards a specific entity, but the presence of the word 'looking' followed by a derogatory term suggests a negative connotation.
343;I definitely need to figure out how to get out;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any conflictual language, profanity, or targeted insults.""
}";0;0;HIGH;The span_text does not contain any conflictual language, profanity, or targeted insults.
217;Cursed DnD 5e Characters that make your DM want to;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a title for a Dungeons & Dragons (DnD) 5th edition content, which is a fictional and creative work. The language used is not conflictual, profane, or targeted at a specific entity.""
}";0;0;HIGH;The span_text contains a title for a Dungeons & Dragons (DnD) 5th edition content, which is a fictional and creative work. The language used is not conflictual, profane, or targeted at a specific entity.
715;belong!!! No doubt the thieving bastards will just get a;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains targeted insult phrases ('thieving bastards') which are directed towards a specific entity.""
}";2;1;HIGH;The span_text contains targeted insult phrases ('thieving bastards') which are directed towards a specific entity.
221;but i feel like everyone else gets to enjoy recovery;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""MEDIUM"",
   ""rationale"": ""The span_text implies a perceived inequality or injustice, which is a form of conflictual language.""
}";2;2;MEDIUM;The span_text implies a perceived inequality or injustice, which is a form of conflictual language.
69;the jury, for those of you that are idiots unanimous;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted insult ('idiots') directed at a group of people ('those of you'), which is a form of conflictual language.""
}";2;2;HIGH;The span_text contains a targeted insult ('idiots') directed at a group of people ('those of you'), which is a form of conflictual language.
1898;good afternoon bitchasses, its me ur least favourite oomf krist;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains profanity ('bitchasses', 'oomf') without targeting a specific entity.""
}";1;2;HIGH;The span_text contains profanity ('bitchasses', 'oomf') without targeting a specific entity.
520;@herdyshepherd1 @RoryStewartUK Feel sorry for @herdyshepherd1 by mycreating so much;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a neutral statement with no conflictual language, excessive profanity, or targeted insults.""
}";0;0;HIGH;The span_text contains a neutral statement with no conflictual language, excessive profanity, or targeted insults.
1268;are a badass pair of bytches... When they come for;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains profanity ('badass' and 'bytches') without targeting a specific entity.""
}";1;1;HIGH;The span_text contains profanity ('badass' and 'bytches') without targeting a specific entity.
1426;wan na feel that big fat juicy cock inside me🥵;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains profanity ('cock') without targeting a specific entity.""
}";1;1;HIGH;The span_text contains profanity ('cock') without targeting a specific entity.
784;are AT POVERTY. Way to shoot for the moon fucktards.;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted insult ('fucktards') and an attack based on a protected category ('shoot for the moon'), which is considered conflictual language.""
}";2;1;HIGH;The span_text contains a targeted insult ('fucktards') and an attack based on a protected category ('shoot for the moon'), which is considered conflictual language.
1280;adrenal glands, these are really evil people - may be;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains language that can be considered an attack based on protected categories, specifically 'these are really evil people'.""
}";2;2;HIGH;The span_text contains language that can be considered an attack based on protected categories, specifically 'these are really evil people'.
1337;like 5 minutes after talking to Kels 😂😂😂 holy shitttt;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains excessive profanity ('holy shitttt') without targeting a specific entity.""
}";1;1;HIGH;The span_text contains excessive profanity ('holy shitttt') without targeting a specific entity.
330;edtwt so racist? cant you guys just starve in peace?;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted insult based on a protected category ('racist') and a call to harm ('starve in peace').""
}";2;2;HIGH;The span_text contains a targeted insult based on a protected category ('racist') and a call to harm ('starve in peace').
1230;Yessir look at y'all ungrateful bastards hatin on everything 😂;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains targeted language towards a group, specifically 'y'all ungrateful bastards', which is an attack based on an implied category.""
}";2;1;HIGH;The span_text contains targeted language towards a group, specifically 'y'all ungrateful bastards', which is an attack based on an implied category.
769;Absolutely insane, guards wo','n't' do fuckall because I can't get;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains profanity ('fuckall') without a targeted insult.""
}";1;1;HIGH;The span_text contains profanity ('fuckall') without a targeted insult.
1060;@VillarrealCF How are you in champions league? You're' fuckong horrific;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted insult towards a specific entity (@VillarrealCF), which is a protected category (team).""
}";2;2;HIGH;The span_text contains a targeted insult towards a specific entity (@VillarrealCF), which is a protected category (team).
151;Dude her didn't always loath her. Also he questioned Harry;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any protected category attacks, profanity, or targeted insults.""
}";0;0;HIGH;The span_text does not contain any protected category attacks, profanity, or targeted insults.
1576;Aye that rose mfka ain't no hoeeeeeee;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains excessive profanity ('mfka', 'hoeeeeeee') without targeting a specific entity.""
}";1;1;HIGH;The span_text contains excessive profanity ('mfka', 'hoeeeeeee') without targeting a specific entity.
1822;The LeftistLoons have been b-tching, 😭 & harping about THEIR;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The presence of 'LeftistLoons' and targeted language ('THEIR') suggests conflictual language.""
}";2;2;HIGH;The presence of 'LeftistLoons' and targeted language ('THEIR') suggests conflictual language.
338;@jessphillips @user You don't seem to get it Jess. This;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted insult towards Jess, which is a form of conflictual language.""
}";2;0;HIGH;The span_text contains a targeted insult towards Jess, which is a form of conflictual language.
1417;you heard anything on 'red side's' thoughts on these new;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain conflictual language, profanity, or targeted insults.""
}";0;2;HIGH;The span_text does not contain conflictual language, profanity, or targeted insults.
1390;@user I'm' guessing you use psycho otropic drugs and bizarre;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted insult ('guessing you use psycho otropic drugs') which is directed at a specific entity (@user), making it conflictual.""
}";2;2;HIGH;The span_text contains a targeted insult ('guessing you use psycho otropic drugs') which is directed at a specific entity (@user), making it conflictual.
1658;walked away these two old fuckheads were like 'she spent;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains profanity ('fuckheads') without targeting a specific entity.""
}";1;1;HIGH;The span_text contains profanity ('fuckheads') without targeting a specific entity.
427;of the prom were fatphobes n cannibals or some shit;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains language attacking protected categories ('fatphobes'), which aligns with the definition of Conflictual language.""
}";2;2;HIGH;The span_text contains language attacking protected categories ('fatphobes'), which aligns with the definition of Conflictual language.
559;I've literally just been robbed and assaulted by a couple;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted description of a violent attack on the speaker by a couple, which is an attack based on the category of the perpetrators.""
}";2;0;HIGH;The span_text contains a targeted description of a violent attack on the speaker by a couple, which is an attack based on the category of the perpetrators.
285;Mandatory Vaccines, Anyone who does not make a stand against;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains language that is an attack based on a protected category ('make a stand against'), which is a characteristic of conflictual language.""
}";2;0;HIGH;The span_text contains language that is an attack based on a protected category ('make a stand against'), which is a characteristic of conflictual language.
993;are altered - someone is intentionally killing our populace and;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains language that is an attack based on the implication of intentional killing of a populace, which can be considered conflictual.""
}";2;2;HIGH;The span_text contains language that is an attack based on the implication of intentional killing of a populace, which can be considered conflictual.
351;And I can't imagine it would have taken the poor;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any conflictual language, profanity, or targeted insults.""
}";0;0;HIGH;The span_text does not contain any conflictual language, profanity, or targeted insults.
1224;to Parler because of arrogant, self righteous pricks like you.;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains targeted insult with derogatory language ('pricks') directed towards a specific entity ('you'), which is considered conflictual.""
}";2;1;HIGH;The span_text contains targeted insult with derogatory language ('pricks') directed towards a specific entity ('you'), which is considered conflictual.
473;'Don't weather the storm, be that motherfucker' - Kevin Hart;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains profanity ('motherfucker') but is not directed toward a specific entity.""
}";1;1;HIGH;The span_text contains profanity ('motherfucker') but is not directed toward a specific entity.
838;my 21+ and bars and shit now. Where the grown;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains profanity ('shit') without targeting a specific entity, thus fitting the UNHARMFUL_PROFANITY label.""
}";1;1;HIGH;The span_text contains profanity ('shit') without targeting a specific entity, thus fitting the UNHARMFUL_PROFANITY label.
1487;see that I'm a Scrawny motherfucker with a cool hairstyle;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The presence of profanity in the span_text, specifically the word 'motherfucker', justifies this classification.""
}";1;1;HIGH;The presence of profanity in the span_text, specifically the word 'motherfucker', justifies this classification.
315;him. i hate his mf gay ass so much. im;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted insult based on sexual orientation ('gay'), which is a protected category.""
}";2;2;HIGH;The span_text contains a targeted insult based on sexual orientation ('gay'), which is a protected category.
891;reliant' and being a bloviating asshole. Guess I'll never be;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted insult ('bloviating asshole') which is directed at a person, indicating conflictual language.""
}";2;1;HIGH;The span_text contains a targeted insult ('bloviating asshole') which is directed at a person, indicating conflictual language.
350;i need to find a lash tech in corpussss;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any conflictual language, excessive profanity, or targeted insults.""
}";0;0;HIGH;The span_text does not contain any conflictual language, excessive profanity, or targeted insults.
122;i've been bulimic for so long my body just naturally;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a reference to a serious eating disorder (bulimic), which is a sensitive and potentially triggering topic.""
}";2;0;HIGH;The span_text contains a reference to a serious eating disorder (bulimic), which is a sensitive and potentially triggering topic.
213;Drop your YouTube & Twitch links below and let's get;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any conflictual language, profanity, or targeted insults.""
}";0;0;HIGH;The span_text does not contain any conflictual language, profanity, or targeted insults.
1163;@user @user @user @DrEliDavid You probably think it's a good;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains targeted language towards a specific entity (@DrEliDavid) and an implied attack, which is a characteristic of conflictual language.""
}";2;2;HIGH;The span_text contains targeted language towards a specific entity (@DrEliDavid) and an implied attack, which is a characteristic of conflictual language.
585;A former pharmacist was indicted by a federal grand jury;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any conflictual language, profanity, or targeted insults.""
}";0;0;HIGH;The span_text does not contain any conflictual language, profanity, or targeted insults.
1113;@user + whore she was with those significantly stronger than;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains targeted language towards a specific entity (@user), which is considered conflictual.""
}";2;1;HIGH;The span_text contains targeted language towards a specific entity (@user), which is considered conflictual.
1112;@user * my cock precums in your womb *;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains language that is an attack based on protected categories, specifically a threat of violence and a derogatory term.""
}";2;1;HIGH;The span_text contains language that is an attack based on protected categories, specifically a threat of violence and a derogatory term.
1044;Road and you do pay raises every year. fucking asholes!!!;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains profanity ('fucking asholes!!!') without targeting a specific entity.""
}";1;1;HIGH;The span_text contains profanity ('fucking asholes!!!') without targeting a specific entity.
595;When did I drag BTS? Like show me? What part;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain conflictual language, profanity, or targeted insults, and is a question asking for evidence of an accusation.""
}";0;0;HIGH;The span_text does not contain conflictual language, profanity, or targeted insults, and is a question asking for evidence of an accusation.
766;@user Whoopi is so far wrong she'll' never find her;"{
  ""label"": ""CONFLICTUAL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains targeted insult towards Whoopi, which is a protected entity.""
}";2;2;HIGH;The span_text contains targeted insult towards Whoopi, which is a protected entity.
1281;wrong with a guy sucking cock. Why is BlueMAGA so;"{
  ""label"": ""UNHARMFUL_PROFANITY"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span contains profanity ('cock') without a targeted insult.""
}";1;1;HIGH;The span contains profanity ('cock') without a targeted insult.
469;And further still, widely publicized mental health campaigns (which often;"{
  ""label"": ""NONE"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any conflictual language, profanity, or targeted insults, making it suitable for the NONE label.""
}";0;0;HIGH;The span_text does not contain any conflictual language, profanity, or targeted insults, making it suitable for the NONE label.
