id;span_text;raw_output;pred_label;true_label;confidence;rationale
236;Irving's numbers are hard to completely eliminate because reputable historians;"{
  ""label"": ""NONE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any explicit harmful content, but rather a neutral statement about the difficulty of eliminating certain numbers due to the reputation of historians.""
}";0;0;HIGH;The span_text does not contain any explicit harmful content, but rather a neutral statement about the difficulty of eliminating certain numbers due to the reputation of historians.
64;Eyes wide Open it's hard for me to blink;"{
  ""label"": ""NONE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""No explicit harmful content, profanity, slurs, or targeted insults found in the span_text.""
}";0;0;HIGH;No explicit harmful content, profanity, slurs, or targeted insults found in the span_text.
318;@user Stop ramming your sexual gender dysphoria on the masses;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span contains targeted language against a protected category ('sexual gender dysphoria') and an attack on a group ('the masses').""
}";1;1;HIGH;The span contains targeted language against a protected category ('sexual gender dysphoria') and an attack on a group ('the masses').
910;or wouldn't correct the lie about Meghan not making her;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted attack on Meghan, correcting a lie implies a false statement about her, which is a form of targeted insult.""
}";1;1;HIGH;The span_text contains a targeted attack on Meghan, correcting a lie implies a false statement about her, which is a form of targeted insult.
113;sign to tell that it's on the verge of death,;"{
  ""label"": ""NONE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any explicit conflictual language, slurs, excessive profanity, or targeted insults.""
}";0;1;HIGH;The span_text does not contain any explicit conflictual language, slurs, excessive profanity, or targeted insults.
34;@JGODYT Last night after a depressing session of warzone i;"{
  ""label"": ""NONE_LABEL"",
   ""confidence"": ""LOW"",
   ""rationale"": ""No explicit conflictual language or protected categories mentioned in the span_text.""
}";0;0;LOW;No explicit conflictual language or protected categories mentioned in the span_text.
169;Apologies for all the sadposting lately. Really been going through;"{
  ""label"": ""NONE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains phrases indicating personal struggles and apologies, which do not contain conflictual language or harmful content.""
}";0;0;HIGH;The span_text contains phrases indicating personal struggles and apologies, which do not contain conflictual language or harmful content.
1190;na hear ur little bitchass say it all out loud;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span contains a targeted insult ('little bitchass') which is a form of conflictual language.""
}";1;1;HIGH;The span contains a targeted insult ('little bitchass') which is a form of conflictual language.
289;Which market in Richmond has the new flamin hot mtn;"{
  ""label"": ""NONE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""No conflictual language or harmful content found in the span_text.""
}";0;0;HIGH;No conflictual language or harmful content found in the span_text.
262;final hour of trading. Worst broker ever. Happening two to;"{
  ""label"": ""NONE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a subjective and negative opinion about a broker, but it does not contain any protected categories or excessive profanity.""
}";0;1;HIGH;The span_text contains a subjective and negative opinion about a broker, but it does not contain any protected categories or excessive profanity.
412;I don't mind there being fewer morons on the planet.;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a derogatory term ('morons') that is directed at a group of people, which is considered a targeted insult.""
}";1;1;HIGH;The span_text contains a derogatory term ('morons') that is directed at a group of people, which is considered a targeted insult.
1165;is it just all rainbows and hairy ass for you?;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span contains a targeted insult with a derogatory phrase ('hairy ass'), which is considered conflictual language.""
}";1;1;HIGH;The span contains a targeted insult with a derogatory phrase ('hairy ass'), which is considered conflictual language.
409;the majority of people DID ' NT. The democRATS CHEATED.;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains targeted insults and derogatory language towards a political group ('democRATS CHEATED'), which is a clear example of conflictual language.""
}";1;1;HIGH;The span_text contains targeted insults and derogatory language towards a political group ('democRATS CHEATED'), which is a clear example of conflictual language.
1258;the 90s. Much like Inafune's dickheaded ideas about Megaman, Iizuka's;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a derogatory phrase 'dickheaded ideas', which is a targeted insult and conflictual language.""
}";1;1;HIGH;The span_text contains a derogatory phrase 'dickheaded ideas', which is a targeted insult and conflictual language.
1842;just ruined my whole day. You're ugly, crusty, musty and;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted insult with explicit derogatory language ('ugly', 'crusty', 'musty') directed at a person.""
}";1;1;HIGH;The span_text contains a targeted insult with explicit derogatory language ('ugly', 'crusty', 'musty') directed at a person.
1383;rising, given the misinformation and censorship from the MSM, gaslighting;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains 'gaslighting', which is a form of psychological manipulation that can be considered conflictual language.""
}";1;1;HIGH;The span_text contains 'gaslighting', which is a form of psychological manipulation that can be considered conflictual language.
1969;u big fat wh * te nasty smelling fat bitch;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span contains explicit targeted insults based on physical appearance and personal characteristics, which is a clear indication of conflictual language.""
}";1;1;HIGH;The span contains explicit targeted insults based on physical appearance and personal characteristics, which is a clear indication of conflictual language.
1614;got rid of that femboy ass physique you'd get some;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span contains a targeted insult based on gender identity, specifically the term 'femboy', which is a derogatory term used to attack or mock individuals who exhibit traditionally feminine traits or behaviors.""
}";1;1;HIGH;The span contains a targeted insult based on gender identity, specifically the term 'femboy', which is a derogatory term used to attack or mock individuals who exhibit traditionally feminine traits or behaviors.
148;I hate when people get angry and throw your personal;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted insult phrase 'hate when people get angry' which is a form of conflictual language.""
}";1;0;HIGH;The span_text contains a targeted insult phrase 'hate when people get angry' which is a form of conflictual language.
1486;@user Why do these ring wingnut snowflakes always feel the;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span contains derogatory language ('ring wingnut snowflakes') targeting a protected category ('snowflakes' is a pejorative term for people who are perceived as being overly sensitive or easily offended).""
}";1;1;HIGH;The span contains derogatory language ('ring wingnut snowflakes') targeting a protected category ('snowflakes' is a pejorative term for people who are perceived as being overly sensitive or easily offended).
1079;interview with joe rogan you pussy all you guys that;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span contains a derogatory term ('pussy') and a pejorative ('you guys that'), which are targeted insults and conflictual language.""
}";1;1;HIGH;The span contains a derogatory term ('pussy') and a pejorative ('you guys that'), which are targeted insults and conflictual language.
555;meds yesterday. so, clinical depression, anxiety, and a shit memory?!;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span contains a derogatory term ('shit') and a reference to mental health issues, which can be considered conflictual language.""
}";1;0;HIGH;The span contains a derogatory term ('shit') and a reference to mental health issues, which can be considered conflictual language.
35;Hi! So sorry for our late reply, we completely missed;"{
  ""label"": ""NONE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains apologetic language and does not contain any explicit harmful content.""
}";0;0;HIGH;The span_text contains apologetic language and does not contain any explicit harmful content.
61;hater, this is the future muthafuckas. Get onboard or get;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span contains targeted derogatory language ('hater', 'muthafuckas') and a threat ('Get onboard or get')""
}";1;0;HIGH;The span contains targeted derogatory language ('hater', 'muthafuckas') and a threat ('Get onboard or get')
23;I need to: - win the lottery - buy a;"{
  ""label"": ""NONE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any explicit harmful content, profanity, slurs, or targeted insults.""
}";0;0;HIGH;The span_text does not contain any explicit harmful content, profanity, slurs, or targeted insults.
202;It is a little odd. I'm equally as interested in;"{
  ""label"": ""NONE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any explicit harmful content, profanity, slurs, or targeted insults.""
}";0;0;HIGH;The span_text does not contain any explicit harmful content, profanity, slurs, or targeted insults.
1898;good afternoon bitchasses, its me ur least favourite oomf krist;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted insult with a derogatory term ('bitchasses') and a personal attack ('least favourite'), which is considered conflictual language.""
}";1;1;HIGH;The span_text contains a targeted insult with a derogatory term ('bitchasses') and a personal attack ('least favourite'), which is considered conflictual language.
607;but there's hundreds of white celebs that also get dark;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""MEDIUM"",
   ""rationale"": ""The span_text implies a comparison that could be perceived as discriminatory, referencing 'white celebs' in relation to 'dark' individuals.""
}";1;1;MEDIUM;The span_text implies a comparison that could be perceived as discriminatory, referencing 'white celebs' in relation to 'dark' individuals.
616;fraudulent... it can't be both or you're a moronic idiot!!!;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span contains a targeted insult ('moronic idiot') and aggressive language ('idiot!!!'), which indicates a high level of conflictual language.""
}";1;0;HIGH;The span contains a targeted insult ('moronic idiot') and aggressive language ('idiot!!!'), which indicates a high level of conflictual language.
640;ago for no reason.. those mfs got SO many cc;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a derogatory phrase 'those mfs' and a potentially discriminatory reference to 'cc' which could be interpreted as a slur.""
}";1;0;HIGH;The span_text contains a derogatory phrase 'those mfs' and a potentially discriminatory reference to 'cc' which could be interpreted as a slur.
259;uhHhhHh they lied to my friends and i about cutting;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""MEDIUM"",
   ""rationale"": ""The span_text contains a statement of being lied to, which can be perceived as a targeted insult or attack, even though it's not explicitly stated as such.""
}";1;0;MEDIUM;The span_text contains a statement of being lied to, which can be perceived as a targeted insult or attack, even though it's not explicitly stated as such.
130;@BTS_twt @Harry_Styles glad to see that y'all enjoyed well 🥺🤍;"{
  ""label"": ""NONE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any explicit harmful content, but it does contain a potentially culturally insensitive emoji combination. However, without further context, it is difficult to determine its intent.""
}";0;0;HIGH;The span_text does not contain any explicit harmful content, but it does contain a potentially culturally insensitive emoji combination. However, without further context, it is difficult to determine its intent.
105;you should be more embarrassed on what your agency did;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""MEDIUM"",
   ""rationale"": ""The span_text contains a targeted criticism that could be perceived as an attack on a protected category (agency), which is a form of conflictual language.""
}";1;1;MEDIUM;The span_text contains a targeted criticism that could be perceived as an attack on a protected category (agency), which is a form of conflictual language.
891;reliant' and being a bloviating asshole. Guess I'll never be;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span contains a derogatory term ('bloviating asshole') that targets the person's behavior and personality, which is considered conflictual language.""
}";1;0;HIGH;The span contains a derogatory term ('bloviating asshole') that targets the person's behavior and personality, which is considered conflictual language.
1652;he allowed to sleep? Drag this fucker out in to;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The presence of a targeted insult ('fucker') and a violent threat ('drag this fucker out in to') justify the CENSURE_LABEL.""
}";1;1;HIGH;The presence of a targeted insult ('fucker') and a violent threat ('drag this fucker out in to') justify the CENSURE_LABEL.
800;the left include every misfit in society that can barely;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""MEDIUM"",
   ""rationale"": ""The phrase 'misfit in society' can be interpreted as a derogatory term targeting individuals with disabilities or those who do not conform to societal norms.""
}";1;1;MEDIUM;The phrase 'misfit in society' can be interpreted as a derogatory term targeting individuals with disabilities or those who do not conform to societal norms.
981;- e - Shaheed, Then abdul blown his suicide vest.;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The presence of 'suicide vest' and 'blown' implies violent and graphic content, which is considered conflictual language.""
}";1;1;HIGH;The presence of 'suicide vest' and 'blown' implies violent and graphic content, which is considered conflictual language.
1092;long cut and wave his gun around at the school;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""Threat of violence ('cut' and 'wave his gun around') towards a specific location ('school')""
}";1;1;HIGH;Threat of violence ('cut' and 'wave his gun around') towards a specific location ('school')
1885;saying 'wow you're not like the other jiggaboo tar babies';"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span contains a racial slur ('jiggaboo tar babies'), which is a targeted attack based on protected categories.""
}";1;1;HIGH;The span contains a racial slur ('jiggaboo tar babies'), which is a targeted attack based on protected categories.
594;my eyes ima have to open them mfkas right bk;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted insult with derogatory language ('mfkas') and a threat ('have to open them right bk'), which indicates conflictual language.""
}";1;0;HIGH;The span_text contains a targeted insult with derogatory language ('mfkas') and a threat ('have to open them right bk'), which indicates conflictual language.
700;assembly will not misbehave as the did last time, Dishonourable.;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted insult ('Dishonourable') which is a form of conflictual language.""
}";1;1;HIGH;The span_text contains a targeted insult ('Dishonourable') which is a form of conflictual language.
138;In case anyone was wondering, today is the day I;"{
  ""label"": ""NONE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""There is no explicit harmful content in the span_text.""
}";0;0;HIGH;There is no explicit harmful content in the span_text.
25;don't got time for dat shit when I park. My;"{
  ""label"": ""NONE_LABEL"",
   ""confidence"": ""LOW"",
   ""rationale"": ""No explicit harmful content or protected categories mentioned in the span_text.""
}";0;0;LOW;No explicit harmful content or protected categories mentioned in the span_text.
4;us our gun rights. These douchebags need to be stopped.;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span contains targeted derogatory language ('douchebags') and an attack on a protected category (gun rights), indicating conflictual language.""
}";1;1;HIGH;The span contains targeted derogatory language ('douchebags') and an attack on a protected category (gun rights), indicating conflictual language.
220;'I'm' fucking bitches, them bum bitches you fuck idolize' ~Conway;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span contains a targeted insult and excessive profanity, specifically the phrase 'fucking bitches', which is a derogatory term and an attack based on gender.""
}";1;1;HIGH;The span contains a targeted insult and excessive profanity, specifically the phrase 'fucking bitches', which is a derogatory term and an attack based on gender.
385;common denominator of you /pol/ rejects, you're sad, disenfranchised, and;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a derogatory and condescending tone towards a specific group ('/pol/ rejects'), which is a form of targeted insult and conflictual language.""
}";1;1;HIGH;The span_text contains a derogatory and condescending tone towards a specific group ('/pol/ rejects'), which is a form of targeted insult and conflictual language.
726;and shades, sipping cocktails. Barbados in Belfast. Zero fucks given😎;"{
  ""label"": ""NONE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains profane language, but it is used in a casual and humorous manner, not targeting any specific group or individual.""
}";0;0;HIGH;The span_text contains profane language, but it is used in a casual and humorous manner, not targeting any specific group or individual.
295;I am mentally, physically, and emotionally drained. I feel as;"{
  ""label"": ""NONE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text describes a personal feeling of exhaustion without any conflictual language or attacks.""
}";0;0;HIGH;The span_text describes a personal feeling of exhaustion without any conflictual language or attacks.
1692;I seriously do hate when I see some coon shit;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span contains a racial slur ('coon') which is a targeted insult.""
}";1;1;HIGH;The span contains a racial slur ('coon') which is a targeted insult.
1525;@user its the lyrics, it's depressing asf;"{
  ""label"": ""NONE_LABEL"",
   ""confidence"": ""LOW"",
   ""rationale"": ""No explicit phrases or patterns indicating conflictual language or excessive profanity.""
}";0;1;LOW;No explicit phrases or patterns indicating conflictual language or excessive profanity.
52;my view either they are suicidal or mass murderes. Period!;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a derogatory and aggressive statement towards a group of people, which is considered conflictual language.""
}";1;1;HIGH;The span_text contains a derogatory and aggressive statement towards a group of people, which is considered conflictual language.
1501;doctor prescribed Murray. It will help. You're losing your mind.;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""MEDIUM"",
   ""rationale"": ""The phrase 'You're losing your mind' can be perceived as a derogatory or dismissive comment towards someone's mental health, which is a protected category.""
}";1;1;MEDIUM;The phrase 'You're losing your mind' can be perceived as a derogatory or dismissive comment towards someone's mental health, which is a protected category.
260;Yassssss lmaoooooooo I can't wait until you chime in 😩😩😩😂😂😂😂😂;"{
  ""label"": ""NONE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains enthusiastic and playful language, but no explicit or implicit harm, conflict, or targeted insults.""
}";0;0;HIGH;The span_text contains enthusiastic and playful language, but no explicit or implicit harm, conflict, or targeted insults.
737;@user The motherfucking goat;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted insult with a derogatory term ('motherfucking goat') that is directed towards a person or group.""
}";1;0;HIGH;The span_text contains a targeted insult with a derogatory term ('motherfucking goat') that is directed towards a person or group.
54;Blinks and rosies, armys accounts are giving hatred to the;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""MEDIUM"",
   ""rationale"": ""The span_text contains a phrase 'hatred' which implies a negative and harmful sentiment towards a specific group or individual.""
}";1;0;MEDIUM;The span_text contains a phrase 'hatred' which implies a negative and harmful sentiment towards a specific group or individual.
806;@STVNews Sick beasty bastard. Chop his baws off now and;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span contains targeted hate speech with derogatory language ('sick beasty bastard') and a violent threat ('chop his baws off now').""
}";1;0;HIGH;The span contains targeted hate speech with derogatory language ('sick beasty bastard') and a violent threat ('chop his baws off now').
247;Somebody pleasssssse give me some nice restaurants suggestions! My anniversary;"{
  ""label"": ""NONE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any explicit or implicit harmful content, profanity, slurs, or targeted insults.""
}";0;0;HIGH;The span_text does not contain any explicit or implicit harmful content, profanity, slurs, or targeted insults.
1517;that someone's face is as ugly as my butt goes;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a derogatory comparison of someone's physical appearance, which is a form of targeted insult.""
}";1;1;HIGH;The span_text contains a derogatory comparison of someone's physical appearance, which is a form of targeted insult.
199;own mindset that has you keep following the fuckery. Skinny;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span contains profanity ('fuckery') that is not justified as educational, fictional, artistic, or hypothetical, and is therefore considered conflictual language.""
}";1;0;HIGH;The span contains profanity ('fuckery') that is not justified as educational, fictional, artistic, or hypothetical, and is therefore considered conflictual language.
55;The scholar and faqih al-Awzā',''' ī was of the opinion;"{
  ""label"": ""NONE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any explicit harmful content, profanity, slurs, or targeted insults.""
}";0;0;HIGH;The span_text does not contain any explicit harmful content, profanity, slurs, or targeted insults.
11;Like why do you feel the need to lean on;"{
  ""label"": ""NONE_LABEL"",
   ""confidence"": ""LOW"",
   ""rationale"": ""No explicit harmful content or protected categories mentioned in the span_text.""
}";0;0;LOW;No explicit harmful content or protected categories mentioned in the span_text.
997;the fascist Boomer: ur fashisss, looser Fuck, can we just;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span contains targeted hate speech with derogatory terms such as 'fashisss', 'looser', and profanity like 'Fuck', which are indicative of conflictual language.""
}";1;1;HIGH;The span contains targeted hate speech with derogatory terms such as 'fashisss', 'looser', and profanity like 'Fuck', which are indicative of conflictual language.
761;A lot of these hoe ass mfs content with bein;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span contains a slur and a derogatory term ('hoe ass mfs') targeting a specific group, which is considered conflictual language.""
}";1;1;HIGH;The span contains a slur and a derogatory term ('hoe ass mfs') targeting a specific group, which is considered conflictual language.
204;Your life is meaningless without me Findom finsub paypig paysub;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted and manipulative statement, specifically 'Findom finsub paypig paysub', which is a known term associated with financial exploitation and control.""
}";1;1;HIGH;The span_text contains a targeted and manipulative statement, specifically 'Findom finsub paypig paysub', which is a known term associated with financial exploitation and control.
1428;Especially if they're still led by a subservient, enabling wankstain;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span contains a targeted insult with derogatory language ('wankstain'), which is a form of conflictual language.""
}";1;1;HIGH;The span contains a targeted insult with derogatory language ('wankstain'), which is a form of conflictual language.
283;Uzaki-chan because 'small girl, big tits','''' and 'pleases pedophiles and;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains explicit and derogatory language towards a minor, specifically 'small girl, big tits', which is a clear indicator of pedophilic content.""
}";1;0;HIGH;The span_text contains explicit and derogatory language towards a minor, specifically 'small girl, big tits', which is a clear indicator of pedophilic content.
750;they delivering at 3:15 pm mothafucka it's 6:39 pm y'all;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span contains profanity ('mothafucka') which is a targeted insult, although the input signals indicate it's not targeted, the presence of profanity is enough to classify it as Conflictual language.""
}";1;0;HIGH;The span contains profanity ('mothafucka') which is a targeted insult, although the input signals indicate it's not targeted, the presence of profanity is enough to classify it as Conflictual language.
10;I took acetaminophen and feel like Advil falls into the;"{
  ""label"": ""NONE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text does not contain any explicit harmful content, excessive profanity, slurs, or targeted insults.""
}";0;0;HIGH;The span_text does not contain any explicit harmful content, excessive profanity, slurs, or targeted insults.
284;5 stages of grief but reordered. Ranboo's character responds to;"{
  ""label"": ""NONE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""No explicit harmful content found in the span_text.""
}";0;0;HIGH;No explicit harmful content found in the span_text.
316;NIP fanboys on suicidal watch;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted insult ('NIP fanboys') and a reference to suicidal watch which could be considered a threat, indicating conflictual language.""
}";1;1;HIGH;The span_text contains a targeted insult ('NIP fanboys') and a reference to suicidal watch which could be considered a threat, indicating conflictual language.
898;fools to back the fuck off or they WILL handle;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span contains a threat of physical harm ('WILL handle') and a strong insult ('fools to back the fuck off'), which indicates a high level of conflictual language.""
}";1;0;HIGH;The span contains a threat of physical harm ('WILL handle') and a strong insult ('fools to back the fuck off'), which indicates a high level of conflictual language.
1;@WhiteHouse @CarlHeastie @TishJames @RepMaloney @SenSchumer @CNN @MSNBC @NY1 @NYDailyNews @MKramerTV;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains targeted attacks based on protected categories (@WhiteHouse, @RepMaloney, @SenSchumer) and mentions of news organizations, suggesting a coordinated effort to harass or intimidate individuals based on their affiliation.""
}";1;0;HIGH;The span_text contains targeted attacks based on protected categories (@WhiteHouse, @RepMaloney, @SenSchumer) and mentions of news organizations, suggesting a coordinated effort to harass or intimidate individuals based on their affiliation.
1121;deaths reported in England on Dec 24th, you daft twat.;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span contains a targeted insult ('you daft twat') which is considered conflictual language.""
}";1;1;HIGH;The span contains a targeted insult ('you daft twat') which is considered conflictual language.
558;another ytber on the verge of suicide by mocking her;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains language that mocks someone on the verge of suicide, which is a targeted attack and a form of bullying.""
}";1;1;HIGH;The span_text contains language that mocks someone on the verge of suicide, which is a targeted attack and a form of bullying.
352;@user you haven't taken your psychotic meds and it shows;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a targeted insult ('psychotic meds') and a derogatory implication, indicating conflictual language.""
}";1;1;HIGH;The span_text contains a targeted insult ('psychotic meds') and a derogatory implication, indicating conflictual language.
19;And I'd love to write one if only someone would;"{
  ""label"": ""NONE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""No explicit harmful content, targeted insults, excessive profanity, or slurs present in the span_text.""
}";0;0;HIGH;No explicit harmful content, targeted insults, excessive profanity, or slurs present in the span_text.
58;Folks had already started to come by and take selfie's';"{
  ""label"": ""NONE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""No conflictual language or harmful content found in the span_text.""
}";0;0;HIGH;No conflictual language or harmful content found in the span_text.
1218;& fact-based. There are scumbag racists out there & there;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains explicit reference to a protected category ('racists') and an attack based on it.""
}";1;1;HIGH;The span_text contains explicit reference to a protected category ('racists') and an attack based on it.
245;@user LMAOOOO 😂😂😂 not the faggotsies!!!;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span contains a derogatory slur 'faggotsies', which is a targeted insult against a protected category.""
}";1;1;HIGH;The span contains a derogatory slur 'faggotsies', which is a targeted insult against a protected category.
281;I'll kiss any of my creepy stalker fans that retweet;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains a threat of physical harm ('kiss') and objectifies women as 'fans', implying a power imbalance and potential harassment.""
}";1;0;HIGH;The span_text contains a threat of physical harm ('kiss') and objectifies women as 'fans', implying a power imbalance and potential harassment.
623;Stop being such a dumb bitch and twisting everything I;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span contains a targeted insult ('dumb bitch') and aggressive language ('Stop being such a'), which is considered conflictual language.""
}";1;1;HIGH;The span contains a targeted insult ('dumb bitch') and aggressive language ('Stop being such a'), which is considered conflictual language.
337;kinky side, a consultant with a little bit of slut.;"{
  ""label"": ""CENSURE_LABEL"",
   ""confidence"": ""HIGH"",
   ""rationale"": ""The span_text contains derogatory language ('slut') that targets a person's character.""
}";1;0;HIGH;The span_text contains derogatory language ('slut') that targets a person's character.
