span_id,span_text,start_time,end_time,has_excessive_profanity,has_slur,has_targeted_insult,has_threat_or_violence,profanity_hits,slur_hits,insult_hits,threat_or_violence_hits,min_allowed_label,final_enforced_label,llm_label,llm_confidence,llm_rationale
97,nigger that dead record that,89.322,91.204,False,True,False,False,[],['nigger'],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of the slur 'nigger' in the span_text is a clear indicator of hate speech, meeting or exceeding the minimum allowed label."
98,dead nigger record that shit and put it on worldstar as well,89.522,93.686,False,True,False,False,['shit'],['nigger'],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,The presence of the racial slur 'nigger' and the use of profanity ('shit') justify this classification.
99,it put on worldstar as well fuck all,91.644,94.827,False,False,False,False,['fuck'],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of profanity ('fuck') in the span_text, which is not explicitly excluded by the 'has_excessive_profanity' flag set to false, justifies the HATE_SPEECH_GENERAL label."
100,worldstar on as well fuck all,92.205,94.827,True,False,False,False,['fuck'],[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,The presence of profanity ('fuck') and the mention of a popular platform for explicit content ('worldstar on') indicates hate speech general.
101,as worldstar well fuck all,92.425,94.827,True,False,False,False,['fuck'],[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of excessive profanity in 'as worldstar well fuck all' warrants a high confidence in HATE_SPEECH_GENERAL, as it aligns with the minimum allowed label and indicates a clear intent to offend."
102,well as fuck all those niggas they can burn in hell fuck,93.286,97.931,True,False,False,False,"['fuck', 'fuck']",[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,The presence of profanity and a derogatory phrase ('fuck all those niggas') indicates hate speech.
103,can they burn in hell fuck eric,95.648,98.331,False,False,False,False,['fuck'],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"Excessive profanity and targeted insult towards a specific individual ('fuck eric'), which aligns with the characteristics of hate speech."
104,burn can in hell fuck eric,96.169,98.331,True,False,False,False,['fuck'],[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,Excessive profanity ('fuck') and targeted insult ('fuck eric') in the span_text
105,in burn hell fuck eric,96.309,98.331,True,False,False,False,['fuck'],[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of excessive profanity, specifically the phrase 'fuck eric', justifies the label. This exceeds the minimum allowed label."
106,hell in fuck eric garner he fat as fucking hell fuck all,96.589,101.555,True,False,False,False,"['fuck', 'fuck']",[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"Excessive profanity and derogatory language towards a person (Eric Garner) without a specific slur, indicating hate speech."
107,as fat fucking hell fuck all,99.273,101.555,True,False,False,False,['fuck'],[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The span_text contains excessive profanity, including the phrase 'fat fucking hell' and the word 'fuck', which is a strong indicator of hate speech."
108,fucking as hell fuck all,99.633,101.555,True,False,False,False,['fuck'],[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,Excessive profanity ('fucking as hell fuck all') meets the threshold for HATE_SPEECH_GENERAL.
109,hell fucking fuck all those niggas i'll choke them out fuck all,99.693,104.98,True,False,False,False,"['fuck', 'fuck']",[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The span_text contains excessive profanity and a derogatory racial slur, which aligns with the criteria for HATE_SPEECH_GENERAL."
110,choke i'll them out fuck all,102.397,104.98,True,False,False,False,['fuck'],[],[],[],HATE_SPEECH_GENERAL,HARASSMENT_OBSCENITY,HARASSMENT_OBSCENITY,HIGH,"The span_text contains excessive profanity ('fuck') and a threat of violence ('choke i'll them out'), which warrants a label of HARASSMENT_OBSCENITY."
111,them choke out fuck all,102.657,104.98,True,False,False,False,['fuck'],[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"Presence of excessive profanity ('fuck') and derogatory slang ('choke out'), exceeding minimum allowed label threshold."
112,out them fuck all those niggas i'll shoot it out if a,102.937,107.863,False,False,False,True,['fuck'],[],[],['shoot'],HARASSMENT_OBSCENITY,HARASSMENT_OBSCENITY,HARASSMENT_OBSCENITY,HIGH,"Presence of explicit profanity 'fuck' and 'niggas' in the span_text, exceeding minimum allowed label."
113,shoot i'll it out if a,105.841,107.863,False,False,False,True,[],[],[],['shoot'],HARASSMENT_OBSCENITY,HARASSMENT_OBSCENITY,HATE_SPEECH_GENERAL,LOW,"The presence of a potentially derogatory phrase 'shoot i'll it out if a' suggests hate speech, despite the lack of explicit profanity, slurs, or targeted insults. | Overridden by deterministic minimum."
114,it shoot out if a,106.101,107.863,False,False,False,True,[],[],[],['shoot'],HARASSMENT_OBSCENITY,HARASSMENT_OBSCENITY,NONE,LOW,"The span_text does not contain any explicit phrases or patterns that would categorize it as HATE_SPEECH_GENERAL, EXTREMISM_PROMOTION, or HARASSMENT_OBSCENITY. | Overridden by deterministic minimum."
115,out it if a nigger gets mad then we can shoot it,106.402,109.906,False,True,False,True,[],['nigger'],[],['shoot'],HARASSMENT_OBSCENITY,HARASSMENT_OBSCENITY,HATE_SPEECH_GENERAL,LOW,"Presence of racial slur 'nigger' and threat of violence, which aligns with characteristics of hate speech. | Overridden by deterministic minimum."
116,then mad we can shoot it out bitch i,108.745,111.228,False,False,False,True,['bitch'],[],[],['shoot'],HARASSMENT_OBSCENITY,HARASSMENT_OBSCENITY,HARASSMENT_OBSCENITY,HIGH,"The presence of profane language ('bitch') and aggressive tone ('shoot it out') in the span_text, which exceeds the minimum allowed label."
117,shoot can it out bitch i,109.485,111.228,True,False,False,True,['bitch'],[],[],['shoot'],HARASSMENT_OBSCENITY,HARASSMENT_OBSCENITY,HARASSMENT_OBSCENITY,HIGH,"The span_text contains excessive profanity ('bitch'), which meets or exceeds the minimum allowed label."
118,it shoot out bitch i,109.606,111.228,True,False,False,True,['bitch'],[],[],['shoot'],HARASSMENT_OBSCENITY,HARASSMENT_OBSCENITY,HARASSMENT_OBSCENITY,HIGH,"The presence of excessive profanity ('shoot out bitch') in the span_text, which exceeds the minimum allowed label of HARASSMENT_OBSCENITY."
119,out it bitch i don't fight with niggers they'll beat me down,109.866,113.671,False,False,False,True,['bitch'],[],[],['beat'],HARASSMENT_OBSCENITY,HARASSMENT_OBSCENITY,HATE_SPEECH_GENERAL,LOW,"The presence of racial slurs ('niggers') and derogatory language ('bitch') indicates hate speech, despite the minimum allowed label being HARASSMENT_OBSCENITY. | Overridden by deterministic minimum."
120,niggers with they'll beat me down they is,111.929,114.672,False,False,False,True,[],[],[],['targeted_beat'],HARASSMENT_OBSCENITY,HARASSMENT_OBSCENITY,HATE_SPEECH_GENERAL,LOW,"The presence of a racial slur ('niggers') in the span_text, regardless of the context, is a clear indicator of hate speech. | Overridden by deterministic minimum."
121,beat they'll me down they is,112.589,114.672,False,False,False,True,[],[],[],['targeted_beat'],HARASSMENT_OBSCENITY,HARASSMENT_OBSCENITY,HATE_SPEECH_GENERAL,LOW,"The phrase 'they'll me down they is' contains derogatory language and a grammatical error, which may be indicative of hate speech. | Overridden by deterministic minimum."
122,me beat down they is,112.97,114.672,False,False,False,True,[],[],[],['targeted_beat'],HARASSMENT_OBSCENITY,HARASSMENT_OBSCENITY,HATE_SPEECH_GENERAL,LOW,"The phrase 'beat down' is a violent and aggressive term, and the use of 'they' as a singular pronoun may be perceived as derogatory or dismissive. | Overridden by deterministic minimum."
123,down me they is like the junk like to,113.41,117.203,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,MEDIUM,Presence of derogatory phrase 'down me they is like the junk like to' which can be considered hate speech.
124,like is the junk like to,114.632,117.203,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,MEDIUM,"The presence of the word 'junk' in a derogatory context suggests hate speech, but the lack of explicit profanity or targeted insults limits the severity to general hate speech."
125,the like junk like to,114.732,117.203,False,False,False,False,[],[],[],[],NONE,NONE,NONE,HIGH,No explicit harmful content or excessive profanity found in the span_text.
126,junk the like to take a nigga car and rap at the,115.173,119.368,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,The presence of the derogatory term 'nigga' in the span_text indicates hate speech.
127,car nigga and rap at the same time stupid ass,117.804,121.553,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,Presence of derogatory phrase 'stupid ass' and racial slur implication in 'nigga'
128,the at same time stupid ass,118.887,121.553,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of profanity ('ass') in the span_text, which is not excessive, contributes to a high confidence in HATE_SPEECH_GENERAL label."
129,same the time stupid ass,119.248,121.553,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,MEDIUM,"The presence of profanity ('ass') in the span_text, which is not excessive but still contributes to a derogatory tone, warrants a medium confidence in HATE_SPEECH_GENERAL label."
130,time same stupid ass niggas,119.428,121.974,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of the derogatory racial slur 'niggas' in the span_text, which is not mitigated by the 'has_slur' signal being false, indicates a high severity of hate speech."
131,stupid time ass niggas all they can do is rhyme they can,119.849,124.52,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of a derogatory slur ('niggas') and targeted insult ('stupid time ass') in the span_text, regardless of context, justifies the HATE_SPEECH_GENERAL label."
132,do can is rhyme they can,122.655,124.52,False,False,False,False,[],[],[],[],NONE,NONE,NONE,HIGH,No explicit harmful phrases or patterns found in the span_text.
133,is do rhyme they can,122.836,124.52,False,False,False,False,[],[],[],[],NONE,NONE,NONE,HIGH,"No explicit phrases or patterns of harm, hate speech, extremism, or harassment found in the span_text."
134,rhyme is they can never get a motherfuckin' 9 to 5 stupid,123.076,128.028,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of excessive profanity ('motherfuckin') in the span_text, which is not justified as educational, fictional, or artistic, indicates a high level of harmful content."
135,motherfuckin' a 9 to 5 stupid ass niggas don't know 5 plus,125.301,130.092,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,Presence of profanity and derogatory terms such as 'stupid ass niggas' in the span_text.
136,niggas ass don't know 5 plus 5 they just,128.208,131.375,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The span_text contains a derogatory racial slur, which is a form of hate speech."
137,5 know plus 5 they just,129.311,131.375,False,False,False,False,[],[],[],[],NONE,NONE,NONE,HIGH,"The span_text does not contain any explicit phrases or patterns indicative of hate speech, extremism promotion, or harassment/obscenity."
138,plus 5 5 they just,129.571,131.375,False,False,False,False,[],[],[],[],NONE,NONE,NONE,HIGH,"The input span_text does not contain any explicit harmful content, and the provided signals do not indicate any form of hate speech, extremism promotion, or harassment/obscenity."
139,5 plus they just know that if i can do a rhyme,129.972,133.039,False,False,False,False,[],[],[],[],NONE,NONE,NONE,HIGH,"The span_text does not contain any explicit phrases or patterns that match the labels HATE_SPEECH_GENERAL, EXTREMISM_PROMOTION, or HARASSMENT_OBSCENITY."
140,i if can do a rhyme i can get time yeah fuck,131.937,135.725,False,False,False,False,['fuck'],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of profanity ('fuck') in the span_text, which is not justified as excessive, contributes to the label of HATE_SPEECH_GENERAL."
141,can i get time yeah fuck all those niggas fuck all,133.059,137.569,True,False,False,False,"['fuck', 'fuck']",[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"Presence of excessive profanity and a slur ('niggas'), which aligns with the minimum allowed label."
142,all fuck those niggas fuck all,135.424,137.569,True,False,False,False,"['fuck', 'fuck']",[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,The presence of excessive profanity and derogatory language ('niggas') aligns with the criteria for HATE_SPEECH_GENERAL.
143,those all niggas fuck all,135.745,137.569,True,False,False,False,['fuck'],[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of a racial slur ('niggas') in the span_text, which is explicitly identified as a hate speech indicator."
144,niggas those fuck all those niggas fuck all,135.905,139.292,True,False,False,False,"['fuck', 'fuck']",[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,The presence of excessive profanity and a slur in the span_text justifies the HATE_SPEECH_GENERAL label.
145,all fuck those niggas fuck all,137.048,139.292,True,False,False,False,"['fuck', 'fuck']",[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The span_text contains excessive profanity and potentially derogatory language, meeting the criteria for HATE_SPEECH_GENERAL."
146,those all niggas fuck all,137.509,139.292,True,False,False,False,['fuck'],[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,Presence of derogatory racial slur 'niggas' and excessive profanity
147,niggas those fuck all those niggas fuck all,137.609,140.976,True,False,False,False,"['fuck', 'fuck']",[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The span_text contains excessive profanity and a slur, which meets the criteria for HATE_SPEECH_GENERAL."
148,all fuck those niggas fuck all,138.771,140.976,True,False,False,False,"['fuck', 'fuck']",[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,Presence of excessive profanity and derogatory racial term
149,those all niggas fuck all,139.152,140.976,True,False,False,False,['fuck'],[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,The presence of the slur 'niggas' and excessive profanity in the span_text justify the label of HATE_SPEECH_GENERAL.
150,niggas those fuck all those niggas yeah fuck all those niggas fuck,139.332,144.262,True,False,False,False,"['fuck', 'fuck', 'fuck']",[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The span_text contains excessive profanity, including repeated instances of the word 'fuck', which is a strong indicator of hate speech."
151,fuck yeah all those niggas fuck all,141.737,144.423,True,False,False,False,"['fuck', 'fuck']",[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of the slur 'niggas' and excessive profanity ('fuck yeah', 'fuck all') justify the label."
152,all fuck those niggas fuck all,142.178,144.423,True,False,False,False,"['fuck', 'fuck']",[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"Excessive profanity and derogatory language towards a group ('niggas') without specifying a target, aligning with the minimum allowed label."
153,those all niggas fuck all,142.519,144.423,True,False,False,False,['fuck'],[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of a racial slur in the span_text, 'niggas', is a clear indicator of hate speech."
154,niggas those fuck all those niggas fuck all,142.699,146.146,True,False,False,False,"['fuck', 'fuck']",[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,The presence of excessive profanity and the use of derogatory term 'niggas' justify the label of HATE_SPEECH_GENERAL.
155,all fuck those niggas fuck all,143.902,146.146,True,False,False,False,"['fuck', 'fuck']",[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The span_text contains excessive profanity and a derogatory term, meeting the criteria for HATE_SPEECH_GENERAL."
156,those all niggas fuck all,144.283,146.146,True,False,False,False,['fuck'],[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The span_text contains a racial slur, which is a strong indicator of hate speech."
157,niggas those fuck all those niggas yeah fuck all those niggas niggas,144.483,149.313,True,False,False,False,"['fuck', 'fuck']",[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,Presence of excessive profanity and repeated use of derogatory term 'niggas' justifying HATE_SPEECH_GENERAL label.
158,fuck yeah all those niggas niggas can,146.888,149.453,False,False,False,False,['fuck'],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,The presence of the racial slur 'niggas' is a clear indicator of hate speech.
159,all fuck those niggas niggas can,147.329,149.453,True,False,False,False,['fuck'],[],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"Presence of excessive profanity and derogatory term 'niggas' without specification of a particular group, aligning with the minimum allowed label."
160,those all niggas niggas can,147.69,149.453,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The span_text contains a racial slur ('niggas'), which is a strong indicator of hate speech."
161,niggas those niggas can burn in hell trayvon as,147.87,151.497,False,False,False,False,[],[],[],[],NONE,EXTREMISM_PROMOTION,EXTREMISM_PROMOTION,HIGH,"The span_text contains a reference to violence ('burn in hell') and a racial slur ('niggas'), which is a characteristic of extremist promotion."
162,burn can in hell trayvon as,149.333,151.497,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of the phrase 'burn can in hell' is a targeted insult and hate speech, which aligns with the HATE_SPEECH_GENERAL label."
163,in burn hell trayvon as,149.493,151.497,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,The span_text contains a derogatory phrase 'trayvon as' which is a form of hate speech.
164,hell in trayvon as well niggas can,149.774,152.88,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of the racial slur 'niggas' in the span_text, which is not mitigated by any context, justifies the classification as HATE_SPEECH_GENERAL."
165,trayvon hell as well niggas can,149.894,152.88,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,The presence of the racial slur 'niggas' in the span_text justifies this label.
166,as trayvon well niggas can,150.756,152.88,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,Presence of racial slur 'niggas' in the span_text
167,well as niggas can burn in hell niggas burn,151.437,154.744,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The span_text contains a racial slur ('niggas') and a violent threat ('burn in hell'), which is a clear indicator of hate speech."
168,burn can in hell niggas burn,152.78,154.744,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,The presence of profanity and derogatory phrase 'niggas' indicates hate speech.
169,in burn hell niggas burn,152.9,154.744,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of the racial slur 'niggas' in the span_text, which is a derogatory term towards African Americans, is a clear indicator of hate speech."
170,hell in niggas burn all the,153.241,167.817,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,Presence of racial slur 'niggas'
171,niggas hell burn all the,153.361,167.817,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of a derogatory racial slur in the span_text, specifically 'niggas', is a clear indicator of hate speech."
172,burn niggas all the niggers in this bitch you motherfuckers used to,154.243,171.722,False,False,False,False,['bitch'],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of multiple racial slurs and derogatory terms ('niggas', 'niggers', 'motherfuckers') in the span_text indicates hate speech."
173,bitch this you motherfuckers used to be slaves now you,168.778,173.445,False,False,False,False,['bitch'],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The span_text contains excessive profanity ('motherfuckers', 'bitch') and derogatory language towards a group of people ('you used to be slaves'), which is indicative of hate speech."
174,to used be slaves now you,171.422,173.445,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,MEDIUM,"The phrase 'to used be slaves' implies a derogatory and dehumanizing view of a group of people, which is a characteristic of hate speech."
175,be to slaves now you,171.622,173.445,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The phrase 'be to slaves now you' contains a derogatory and oppressive tone, implying a dehumanizing and subjugating attitude towards a group of people, which aligns with the characteristics of hate speech."
176,slaves be now you think you can ride in my escalade stupid,171.802,176.849,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of a derogatory term ('stupid') and a racial slur implication ('ride in my escalade') in the span_text, despite the absence of explicit slurs, indicates hate speech of a general nature."
177,ride can in my escalade stupid ass,174.146,177.21,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The span_text contains excessive profanity ('stupid ass'), which is a general indicator of hate speech."
178,in ride my escalade stupid ass,174.346,177.21,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of targeted insult ('stupid ass') in the span_text, despite the absence of excessive profanity, slurs, or targeted insults as explicit signals, warrants a label of HATE_SPEECH_GENERAL."
179,my in escalade stupid ass,174.726,177.21,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"Excessive profanity in the span_text, including the phrase 'stupid ass', which is considered derogatory and insulting."
180,escalade my stupid ass nigger better clean my car good before i,174.967,180.234,False,True,False,False,[],['nigger'],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"Presence of racial slur 'nigger' and excessive profanity, exceeding general hate speech thresholds."
181,my clean car good before i,178.071,180.234,False,False,False,False,[],[],[],[],NONE,NONE,NONE,HIGH,No explicit harmful content or patterns found in the span_text.
182,car my good before i,178.351,180.234,False,False,False,False,[],[],[],[],NONE,NONE,NONE,HIGH,"The span_text does not contain any explicit phrases or patterns indicative of hate speech, extremism promotion, or harassment/obscenity."
183,good car before i get this whip out and then shoot you,178.532,182.036,False,False,False,True,[],[],[],['targeted_shoot'],HARASSMENT_OBSCENITY,HARASSMENT_OBSCENITY,EXTREMISM_PROMOTION,LOW,Threat of violence ('shoot you') and reference to a firearm ('whip out') indicate extremism promotion. | Overridden by deterministic minimum.
184,out whip and then shoot you in your hood dumbass nigger stupid,180.735,185.361,False,True,True,True,[],['nigger'],['dumbass'],['targeted_shoot'],HARASSMENT_OBSCENITY,HARASSMENT_OBSCENITY,HATE_SPEECH_GENERAL,LOW,"Presence of racial slur 'nigger' and excessive profanity is not present but targeted insult is present, indicating hate speech. | Overridden by deterministic minimum."
185,your in hood dumbass nigger stupid ass,182.057,185.601,False,True,True,False,[],['nigger'],['dumbass'],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,The presence of the slur 'nigger' and targeted insult 'dumbass' and 'stupid ass' in the span_text justify the label of HATE_SPEECH_GENERAL.
186,hood your dumbass nigger stupid ass,182.177,185.601,False,True,True,False,[],['nigger'],"['dumbass', 'stupid']",[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,The presence of the slur 'nigger' and targeted insult 'dumbass' and 'stupid ass' justify this label.
187,dumbass hood nigger stupid ass,182.437,185.601,False,True,False,False,[],['nigger'],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"Presence of multiple derogatory slurs ('dumbass', 'nigger', 'stupid ass') within the span_text."
188,nigger dumbass stupid ass nigger you calling me a cracker well it's,182.798,188.425,False,True,False,False,[],"['nigger', 'nigger']",[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of multiple racial slurs ('nigger', 'cracker') and derogatory terms ('dumbass', 'stupid ass') indicates hate speech of general nature."
189,me calling a cracker well it's,186.763,188.425,False,False,False,False,[],[],[],[],NONE,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,MEDIUM,"The term 'cracker' is a racial slur used to refer to white people, particularly in the context of the Southern United States."
190,a me cracker well it's,187.104,188.425,False,False,False,False,[],[],[],[],NONE,NONE,NONE,HIGH,"No explicit profanity, slurs, or targeted insults present in the span_text."
191,cracker a well it's better to be a nigger better than,187.264,190.889,False,True,False,False,[],['nigger'],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,The presence of the racial slur 'nigger' in the span_text justifies the HATE_SPEECH_GENERAL label.
192,be to a nigger better than,188.706,190.889,False,True,False,False,[],['nigger'],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"Presence of slur 'nigger' in span_text, exceeding minimum allowed label 'HATE_SPEECH_GENERAL'"
193,a be nigger better than,188.826,190.889,False,True,False,False,[],['nigger'],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"Presence of slur 'nigger' in span_text, exceeding minimum allowed label 'HATE_SPEECH_GENERAL'"
194,nigger a better than being a nigger bitch you're,188.966,194.213,False,True,False,False,['bitch'],"['nigger', 'nigger']",[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"The presence of the racial slur 'nigger' and its repetition, along with the use of derogatory language such as 'bitch', indicates hate speech."
195,being than a nigger bitch you're,190.568,194.213,True,True,False,False,['bitch'],['nigger'],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,"Presence of explicit racial slur 'nigger' and excessive profanity, exceeding minimum allowed label 'HATE_SPEECH_GENERAL'."
196,a being nigger bitch you're,191.049,194.213,True,True,False,False,['bitch'],['nigger'],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,The presence of the slur 'nigger' and excessive profanity in the span_text justify a HATE_SPEECH_GENERAL label.
197,nigger a bitch you're so black you look like a damn shade,191.55,196.797,False,True,False,False,['bitch'],['nigger'],[],[],HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HATE_SPEECH_GENERAL,HIGH,The presence of racial slur 'nigger' and derogatory term 'bitch' justify the label.
