original_index,span,label
3988,"@talkRADIO @JamesFrith Starmer is a member of The Trilateral Commision,",CONFLICTUAL
3991,@user @user the way yall took this serious... I thought,CONFLICTUAL
4005,"@Peston @theresa_may 'Insipid', 'arse-licking', client journalist' … … these are",CONFLICTUAL
4009,make a name for myself. Now sit yo ass down.,CONFLICTUAL
4010,"@JasonMillerinDC TraitorsSupportTraitorTrump Who cares, Jason? You're ALL SO IRRELEVANT. Tell",CONFLICTUAL
4012,"makes me want to scream ACAB even louder, embarrassing club",CONFLICTUAL
4017,"@user Dictionary defines slut as a woman... unfortunately, the closest",CONFLICTUAL
4022,@user @molcranenewman Wow. Are you really that dumb. Trump is,CONFLICTUAL
4041,And they all voted for the grand priest of bigotry,CONFLICTUAL
4054,with your corrupt political corporate monopoly oligarchy class party and,CONFLICTUAL
4056,"🇺🇸 wife, not looking like a whore familiar in our",CONFLICTUAL
4058,posted a story saying: 'Who are these faggots? 'Army_help NOtoRacism,CONFLICTUAL
4062,"yo thot just called the glass noodles 'spaghetti',''''",CONFLICTUAL
4063,"mom cared about her retarded child. I mean, not today,",CONFLICTUAL
4064,blue tick centrist love in over that embarrassing tweet. Knobhead.,CONFLICTUAL
4067,all from speaking German??? How dare you. Gellout ma cuntry,CONFLICTUAL
4075,He's so self centered and ugly he threw her suicide,CONFLICTUAL
4078,replies. Literally all he does is talk shit to people,CONFLICTUAL
4084,a long term some short term - now fuck off,CONFLICTUAL
4086,& Presstitute: RSS & Hindu nationalist is killing paper industry,CONFLICTUAL
4089,being a bitter twat. you were useless in the first,CONFLICTUAL
4108,"@user A very sick, mentally & physically man. He has",CONFLICTUAL
4109,How you slide to a nigga house with some boof,CONFLICTUAL
4125,"in your lane, you half-wit twatwaffle... stick to what you",CONFLICTUAL
4127,for this pageant I'd have squirted you with PVA glue,CONFLICTUAL
4129,"& continue to live like a bitch because 'career tho',''''.",CONFLICTUAL
4130,"n't' shown up on my'liberal' white privilege timeline', whatever he",CONFLICTUAL
4131,of the big mouth POS liberal Hollywood shitbags. Hopefully the,CONFLICTUAL
4136,skinny that non disordered ppl are scared of me LOL,CONFLICTUAL
4137,of asshole he was. Good fucking riddance. Rest in Piss.,CONFLICTUAL
4138,go ahead and say that to the suicidal aircraft pilot,CONFLICTUAL
4140,the types of immigrants that Joe Biden welcomes. Future Democrats!,CONFLICTUAL
4142,when there's' a whole ass music video about on of,CONFLICTUAL
4149,@user @DailyMail Were you born in a barn. The reason,CONFLICTUAL
4152,to end up lifeless cumdump! Clout chasing ass dingy mf.,CONFLICTUAL
4154,she said she was allergic to gay people 💀,CONFLICTUAL
4157,And the fools/Voters are in a abusive relationship and despite,CONFLICTUAL
4188,Servis so you think they care about these slimeball brothers?,CONFLICTUAL
4191,How can these dumbasses on the radio claim there was,CONFLICTUAL
4192,co were always a bunch of lying bastards utter scumbags,CONFLICTUAL
4198,just put some other scummy Tory in charge. But still,CONFLICTUAL
4205,no reason. go out and touch some grass. on that,CONFLICTUAL
4213,happen. Get this old white man off my TV now,CONFLICTUAL
4214,of him sucking air between his miserable yellow fucking teeth.,CONFLICTUAL
4215,to think you're a vacuous shill writing garbage pieces while,CONFLICTUAL
4235,@user @user @user Very well deserved fuss! Achieved so much,CONFLICTUAL
4242,when the opposition party barely blinks at such conduct yet,CONFLICTUAL
4244,picture of Xi's face superimposed over Winnie the Poo and,CONFLICTUAL
4245,@user @WMerciaPolice The knuckle draggers in the replies saying the,CONFLICTUAL
4252,bring the bastards down for the sake of future generations.,CONFLICTUAL
4265,die then you need to fix that and if you,CONFLICTUAL
4266,"@user There are millions of similar 'people','''' who support RealarseholeTRUMP",CONFLICTUAL
4271,@Femi_Sorry @user He's such a total utter complete cretin.!! 🙄,CONFLICTUAL
4272,'you know what? We are better without Eustass' * they,CONFLICTUAL
4278,more opportunities for illicit drugs to flow into our country.,CONFLICTUAL
4279,miss that then you're scum and you're weak and you,CONFLICTUAL
4288,empowered women than a garbo scumbag like that idk about,CONFLICTUAL
4289,@JesseDamiani @laurenboebert That crazy lunatic non educated person should be,CONFLICTUAL
4290,"@user @Naija_PR You're' are a simp, i can show you",CONFLICTUAL
4297,tits pussy porn amateurporn nsfw cumslut blowjob sex slut ass,CONFLICTUAL
4300,"writer and is a fucking racist, homophobic, misogynistic asshole lmao.",CONFLICTUAL
4302,When the rich start blatantly acting like the law doesn't,CONFLICTUAL
4305,and children are being raped and murdered at the southern,CONFLICTUAL
4309,@AOC And you call human beings knuckle draggers? Sheesh!,CONFLICTUAL
4310,girls like it.' The only women who say they don't,CONFLICTUAL
4318,you call them terrorists. 🖕🏻 die in a hole pussies,CONFLICTUAL
4323,Sometimes it hard to tell all the Twitter halfwits apart.,CONFLICTUAL
4341,no the royal family and the british media will be,CONFLICTUAL
4343,chief conspirators. The first two are crooked trouble makers who,CONFLICTUAL
4349,them committed? They very plainly need a psych eval before,CONFLICTUAL
4353,@RepBrianFitz Hi there douchenozzle! It's come to my attention that,CONFLICTUAL
4358,with little girls with huge cocks. Smogmella would head to,CONFLICTUAL
4373,I see a lot of bulshit bigotry on both sides,CONFLICTUAL
4374,said you'd clock me pay to fucking do it pussy,CONFLICTUAL
4379,can't fucking cope i hope she dies i hate her,CONFLICTUAL
4380,brother My own aniki Fucking hatecrimed me AND FOR WH,CONFLICTUAL
4383,@davidsirota @user 'You don't read very well'. What a polite,CONFLICTUAL
4394,"the common cold they have, SNP are loving the power",CONFLICTUAL
4397,@user @user @user Yoo u fucking idiots can u doo,CONFLICTUAL
4403,@user @user The fuckeer has learnt that water is crucial,CONFLICTUAL
4407,'why would you vote against a self interest/ best interest.,CONFLICTUAL
4415,shame they did' n't' deport those fcukers as soon as,CONFLICTUAL
4417,simple concept but for imbeciles like you it's quite difficult,CONFLICTUAL
4423,"have zero tolerance for idiot bitches, she makes those of",CONFLICTUAL
4424,against Covid. Nobody is seriously suggesting concentration camps you dumbarse,CONFLICTUAL
4427,"good, because you're a white supremacist who hides their love",CONFLICTUAL
4433,"@user Yes, my brother is a complete dickhead. Unsurprisingly, the",CONFLICTUAL
4439,What a bunch of cunts * * You knew who,CONFLICTUAL
4442,it you fucking loser. God you guys suck in Toronto.,CONFLICTUAL
4468,This stupid mother fucker Eric keeps trying to connect his,CONFLICTUAL
4475,at school since you look like one or stick to,CONFLICTUAL
4480,nick law is retarded,CONFLICTUAL
4488,"@Jim_Jordan Hey crazypants, say it all u want on ur",CONFLICTUAL
4490,seeing the insane nintendo dicksucking building up to the release,CONFLICTUAL
4498,"people off, but Djokovic really is a prize prick! Djokovic",CONFLICTUAL
4506,can be burnt! Alaskans are laughing at you dumb fucks!,CONFLICTUAL
4511,penalty has WRONGLY killed countless black and brown. It's a,CONFLICTUAL
4514,@user You're only moody with one person and perfectly fine,CONFLICTUAL
4516,tours of the Capitol to terrorists that later attacked Congress.,CONFLICTUAL
4523,@user @user Never the sharpest knife in the box! Always,CONFLICTUAL
4526,"I thought, turned out to all be ignorant twats built",CONFLICTUAL
4534,Refs stop sucking the Warriors'dicks challenge (impossible),CONFLICTUAL
4535,"cunts traitors? get a fucking grip of yourself, you monumental",CONFLICTUAL
4539,"Trudeau 2.0 is a conniving, lowlife Central Canadian politician out",CONFLICTUAL
4557,"news, the Royal Family are all a bunch of cunts.",CONFLICTUAL
4563,"fall within that role, grow up you over privileged twerp!",CONFLICTUAL
4569,and the effects of same sex why God Hates it,CONFLICTUAL
4578,will only produce more vacuous individuals like you and Morrison.,CONFLICTUAL
4579,word ‘ nigger '' and 'I hate the N-word'? Which,CONFLICTUAL
4580,"a bunch of scum, homophobic, racist, misogynistic, absolute vile… banana",CONFLICTUAL
4587,tried to build a purple house in my GATED COMMUNITY,CONFLICTUAL
4597,"of shit. A liar, crook and meek sycophant to the",CONFLICTUAL
4599,) @POTUS suck-ups in continuing TraitorTrump legacy in TAKINGAmericaDOWN w,CONFLICTUAL
4604,into the issues. Instead of spreading misinformation and biased assumptions.,CONFLICTUAL
4605,@user is nothing more than the Klan with a tan.,CONFLICTUAL
4610,bodily fluids) in hotel rooms. Good point you fucking idiot.,CONFLICTUAL
4618,the National Party racists... triggering the arseholes. Well done Hector,CONFLICTUAL
4623,"sadistic arseholes who take pleasure in the suffering of others,",CONFLICTUAL
4625,as some imbecile tries to jab me with a syringe,CONFLICTUAL
4647,like 20? You are a fucking knuckle dragging douche who,CONFLICTUAL
4654,@Nigel_Farage He really is just the stereotypical Uncle Knobhead isn't,CONFLICTUAL
4657,@user @MeidasTouch @user Why is she a scumbag?,CONFLICTUAL
4660,WHO REPLIES A DREAM BLOB!!!' bitch no one wants ur,CONFLICTUAL
4665,@sunrisemvmt @user @Sen_JoeManchin He doesn't care. Just another Trumptard with,CONFLICTUAL
4667,Your ability to embarrass yourself really is a bottomless pit.,CONFLICTUAL
4671,around with a faggy 😂😂😭😭😭 bitch the joke on you,CONFLICTUAL
4677,@user That cunt is bought and paid for like the,CONFLICTUAL
4683,"a shame some of its inhabitants are such morons, but",CONFLICTUAL
4687,"means not being a seditious traitor, count me in as",CONFLICTUAL
4691,"tell them to suck our Ds, yo bitch ain't complain",CONFLICTUAL
4702,insurance company independent of those fucking corrupt racist bastards at,CONFLICTUAL
4703,link a woman killed for being trans in those articles.,CONFLICTUAL
4719,"disrespectful person.. Ok ma, tell Agba there to keep his",CONFLICTUAL
4720,"romanticize the farmers. They behaved like hooligans today, provoked by",CONFLICTUAL
4735,instead of representing the people of Alabama. Treason TrumpIsGuilty Trumpisarapist,CONFLICTUAL
4743,All world leaders should have psilocybin treatment before being allowed,CONFLICTUAL
4749,"of a mood to be in, you jew muddafucka you!",CONFLICTUAL
4769,saying and you're willing to endanger your kids. You're scum.,CONFLICTUAL
4776,go nominating that pig of human @RepMTG to any kind,CONFLICTUAL
4783,insult they can come up with is cracker??? Lame asses,CONFLICTUAL
4797,came from london That said; governments a pile of cnuts,CONFLICTUAL
4798,body🔥 It's a completely moronic thing to do🙇\u200d♂️ But that's',CONFLICTUAL
4801,make a racist comment you massive bellend. One look at,CONFLICTUAL
4805,differences without becoming a knuckle-dragging troglodyte. And we don't have,CONFLICTUAL
4815,have another 4 years with those commie bastards in charge.,CONFLICTUAL
4816,@Independent_ie Another cnut that should have gotten jail time. Still,CONFLICTUAL
4817,those around them. The young are spreaders due to the,CONFLICTUAL
4818,is the level of juror negligence happening in the US,CONFLICTUAL
4829,obnoxious and unpleasant big nosed pricks I've' ever met. Ironic,CONFLICTUAL
4831,up in a depressing dead end rural shithole hanging with,CONFLICTUAL
4832,"basic, simple biology. This is predictable. Politicization is also predictable.",CONFLICTUAL
4839,@user I remember Tricky Dicky flying away in a helicopter,CONFLICTUAL
4866,"everything, but wait the 'Bug Pharma' doesn't want to cure,",CONFLICTUAL
4886,the show.. then you would Kno that the transgender community,CONFLICTUAL
4894,"@user Pass the Voter Rights act, you scummy hypocrite",CONFLICTUAL
4910,And go ahead and ban me for that to @Twitter,CONFLICTUAL
4913,dual personality.? Impress upon them you're Indian sanatani not bhakt.,CONFLICTUAL
4915,Barstool Sports outlets are Trump sympathizers and you jackholes support,CONFLICTUAL
4916,stop repeating the lies you hear other liberal racist democrats,CONFLICTUAL
4921,@HamillHimself You're quite clearly too retarded to read the 2nd,CONFLICTUAL
4922,And I know you're still stalking me. You made a,CONFLICTUAL
4929,look on his face now they call him nigger potter,CONFLICTUAL
4932,@user Your only danger is from yourself and vaxxinated people.,CONFLICTUAL
4934,@user Imagine being so brainwashed by ALL the media to,CONFLICTUAL
4938,is for what the ‘ they ' have planned to,CONFLICTUAL
4940,with a REAL plan to weed out those racist bastards!,CONFLICTUAL
4945,"suicidebating and psychoanalyzed, she's clearly a pathological liar and NO",CONFLICTUAL
4946,"Boog. 1- it's Twitter, people sound like assholes. 2- I",CONFLICTUAL
4966,won't reverse the fact that he's a cowardice little bitch,CONFLICTUAL
4979,be here and type a comment. What a pinhead dipshit.,CONFLICTUAL
4990,"and a twatwaffle, waste of of space, piece of 💩",CONFLICTUAL
1,i think the idea of aliens is so fucking cool,UNHARMFUL_PROFANITY
7,are not islands at the asshole of the world they,UNHARMFUL_PROFANITY
8,be icy and breezy with bastardous avalanches. Temperature will be,UNHARMFUL_PROFANITY
15,your enjoyment! ✌️ wankbattle wankchat horny cum jerk cumtributepic cumtribute,UNHARMFUL_PROFANITY
16,constituents. There will never be a bottom for these asshats,UNHARMFUL_PROFANITY
21,enoughhhh where's PINKYXXX put these lil booty hoes to shame,UNHARMFUL_PROFANITY
22,//: Fuck I didnt set it so nobody can reply,UNHARMFUL_PROFANITY
23,but i'm okay with that i fucking love her @tanamongeau,UNHARMFUL_PROFANITY
32,the time and it be shit that sounds so weenie,UNHARMFUL_PROFANITY
35,she'd say ‘ what size ' but not say pussy,UNHARMFUL_PROFANITY
36,IM.. SO.. FUCKING.. HORNY 😫😫😫I been on Twitter all morning,UNHARMFUL_PROFANITY
38,at the moment. So nostalgic. You know the fuckn vibez.,UNHARMFUL_PROFANITY
41,"0 % normal here, & that Boss Guy's fucking lying.',''''",UNHARMFUL_PROFANITY
44,so ananas is just a bitch and blueberries are nice,UNHARMFUL_PROFANITY
52,album but at this point you're just deep-throating Marshalls cock,UNHARMFUL_PROFANITY
58,when she screamed ‘ you goddamn motherfucker!!!! ' All I,UNHARMFUL_PROFANITY
59,all I needed to do was stop eating processed bs,UNHARMFUL_PROFANITY
73,send me your money. U-Useless whores. L-Let me boss a,UNHARMFUL_PROFANITY
82,just a real life dick sucker for mfas to care,UNHARMFUL_PROFANITY
90,yall bitches gettin TO INTO THIS moning and shit lgbTsxarmy,UNHARMFUL_PROFANITY
91,it's my last night of work.. I am moody af,UNHARMFUL_PROFANITY
101,"I lived, but every day still hurts, every fucking day.",UNHARMFUL_PROFANITY
111,public but twitter really said fucka you and shoves suggestive,UNHARMFUL_PROFANITY
119,= Arm-leg-leg-Arm-head. Peep game this shit about you. Not another,UNHARMFUL_PROFANITY
120,sweet talk still Fiat dumb bitch can't realise why Leo's,UNHARMFUL_PROFANITY
123,I wan na help you become a better cocksucker,UNHARMFUL_PROFANITY
129,"news due to signing with, the Saints. Wooo saaaa motherfucker!",UNHARMFUL_PROFANITY
136,The dicksucking is still immaculate.,UNHARMFUL_PROFANITY
157,"my lips, cupping your perky tit and rubbing my thumb",UNHARMFUL_PROFANITY
165,contingent will have someone less cunty to tell them how,UNHARMFUL_PROFANITY
168,with you instead of having to wait for their ass,UNHARMFUL_PROFANITY
173,made of and swallow it like cummies i pwomise dont,UNHARMFUL_PROFANITY
176,around the pan whilst giant assholes keep adding shit and,UNHARMFUL_PROFANITY
181,this app in general just has a lot of assholes,UNHARMFUL_PROFANITY
186,and give it the old wanker hand gesture until the,UNHARMFUL_PROFANITY
188,saw a man with good tiddies nga like bagay sa,UNHARMFUL_PROFANITY
190,"really a settle day, gave muthafuckas time to think foreal.",UNHARMFUL_PROFANITY
208,"I hate fake sugar daddies. I'm a good person, I've",UNHARMFUL_PROFANITY
210,in November. These cheeky lil shits were busy on Valentine's,UNHARMFUL_PROFANITY
213,i still don't have my shit figured out but her,UNHARMFUL_PROFANITY
220,until you run yet another bullshit giveaway to scam for,UNHARMFUL_PROFANITY
221,me today 4. I will fucking own this day 5.,UNHARMFUL_PROFANITY
230,"-- - Me: Mute. You can get a mute, fuckface.",UNHARMFUL_PROFANITY
233,"my best (that's' what these fuckers really want, and they",UNHARMFUL_PROFANITY
236,now...... she going THROUGH it. Shiiiiiiid I'm grateful for this,UNHARMFUL_PROFANITY
245,low volume. Market just a shitter right now lol A,UNHARMFUL_PROFANITY
246,seem like an insufferable knob head. But I get a,UNHARMFUL_PROFANITY
250,Looking to get into cock rings and possibly ball rings,UNHARMFUL_PROFANITY
251,used to be money... so I'm putting shit together... 😜,UNHARMFUL_PROFANITY
255,Been a depressed piece of shit lately lol so much,UNHARMFUL_PROFANITY
262,This wind outside is triggering af 🙂 I'm getting flashbacks,UNHARMFUL_PROFANITY
263,Chris Step 1. Post you tiddies Step 2. Await the,UNHARMFUL_PROFANITY
267,to open by shoving big anime titties in her face,UNHARMFUL_PROFANITY
279,"don't know how to count','''' This kid really fucking retarded",UNHARMFUL_PROFANITY
285,being even more of a fucktard because it's become mass,UNHARMFUL_PROFANITY
289,with big hairy milkers can fuck me with his big,UNHARMFUL_PROFANITY
291,anyone with big titties want to make some money? no,UNHARMFUL_PROFANITY
296,@user Play it fast cuz Mario fucking diesnon the 31st,UNHARMFUL_PROFANITY
299,I can't stand looking at motherfuckers with helmets on horses,UNHARMFUL_PROFANITY
304,@user Well that mafucka photoshopped 😂,UNHARMFUL_PROFANITY
307,a video of her ride cock and getting filed up,UNHARMFUL_PROFANITY
324,truly blessed that they put up with my goofy ass.,UNHARMFUL_PROFANITY
325,@Tess_Holliday There is always a mfka that has a problem,UNHARMFUL_PROFANITY
329,a playing mood & shit niggas don't think it's funny😭😭,UNHARMFUL_PROFANITY
339,or not we'd both be fucked! Time has passed when,UNHARMFUL_PROFANITY
343,and I can't wait to smother those fuckers this week!,UNHARMFUL_PROFANITY
360,"mfers only hit you up on their time, so I",UNHARMFUL_PROFANITY
363,be pregnant because he didn't fuk her but of course,UNHARMFUL_PROFANITY
364,speed hitting you when its opportunities. Kut them muthafuckas off,UNHARMFUL_PROFANITY
374,got ta clean up after grown ass adults is depressing,UNHARMFUL_PROFANITY
378,now. The same people slagged off Ndombele throughout his whole,UNHARMFUL_PROFANITY
391,She's singing the 'wet ass pussy' part as Ecstasy. Lol,UNHARMFUL_PROFANITY
395,Being a Human is hard af I shoulda deadassss been,UNHARMFUL_PROFANITY
411,Everyone needs a good dicking and licking to start off,UNHARMFUL_PROFANITY
417,@SkySports Way too late to be PPV money grabbing twats,UNHARMFUL_PROFANITY
419,"to you and all that shit, but at the end",UNHARMFUL_PROFANITY
421,day he was back. mi poor bb rude ass bitchs,UNHARMFUL_PROFANITY
423,@user Fuck yeah! Gorgeous with a beautiful pussy! 😋😍😎🎸💃😀🌷,UNHARMFUL_PROFANITY
427,"@user Ass, tits and a phat pretty pussy bb",UNHARMFUL_PROFANITY
430,"Bellamy Blake! And yes S7 fckng hurts, up until S6",UNHARMFUL_PROFANITY
434,"just a bunch of lying pricks. I have','n't' been proven",UNHARMFUL_PROFANITY
435,"hole, slamming ruthlessly into her needy pussy while smirking at",UNHARMFUL_PROFANITY
436,"Ear fucking, up. Got those massive multi-ears for a reason;",UNHARMFUL_PROFANITY
438,honor of the 74 million shitstains who voted for Trump.,UNHARMFUL_PROFANITY
439,shocked unless my scales are fucked bc i swear i,UNHARMFUL_PROFANITY
443,After 2 fucking hours of nonstop drawing and erasing and,UNHARMFUL_PROFANITY
445,showing you they do NAWT give a fxck AT ALL😭,UNHARMFUL_PROFANITY
450,one side is such sore fucking losers they can't accept,UNHARMFUL_PROFANITY
456,airplane mode bc mfkas done piss me for the night,UNHARMFUL_PROFANITY
467,@user Steaming piles of shit,UNHARMFUL_PROFANITY
474,@user Cancer is the cumslut sign we been established this,UNHARMFUL_PROFANITY
488,might b a unforgivin wild ass dog nigga/ wig splitta,UNHARMFUL_PROFANITY
490,"moderates, and 29 % among liberals,' You rinos are fooked.",UNHARMFUL_PROFANITY
495,nightmare and waking up slightly horny is hot girl shit,UNHARMFUL_PROFANITY
497,that boy everybody else posting on snap. Bandwagon ass niggas🤢,UNHARMFUL_PROFANITY
499,@user I can't stand a motherfucker whose word isn't bond,UNHARMFUL_PROFANITY
501,because I don't watch tennis fucking Charlie If you like,UNHARMFUL_PROFANITY
503,trying to imagine how that cock would feel inside him...,UNHARMFUL_PROFANITY
522,to see wtf that was all about? these bitches stupid,UNHARMFUL_PROFANITY
525,Den wen I start doin shyt to you physically whewwwwww,UNHARMFUL_PROFANITY
529,ago & hungry kids etc... why are you such bullshitters?,UNHARMFUL_PROFANITY
533,who should be put alongside him as insidious traitors! Republucanpussys,UNHARMFUL_PROFANITY
534,"you to be his valentine, dont give him no pussy",UNHARMFUL_PROFANITY
538,and calling someone a fat cunt. Definite progress at being,UNHARMFUL_PROFANITY
543,while he forces his D * ck in her mouth,UNHARMFUL_PROFANITY
554,work done and I can't FUCKING FOCUS and now I'm,UNHARMFUL_PROFANITY
555,ago 3. covid 4. the dick i was deep throating,UNHARMFUL_PROFANITY
557,@user Neither one of them bitches made good music &,UNHARMFUL_PROFANITY
563,with a thin waist are fucking cowards it takes away,UNHARMFUL_PROFANITY
565,It wasn't their fault they fell for an immature fucktard,UNHARMFUL_PROFANITY
569,"That's' amazing, such a huge tentacle. I'm' not even surprised",UNHARMFUL_PROFANITY
577,"could have a taste of them, foot whore. Findom Femdom",UNHARMFUL_PROFANITY
579,kisser and calling her a 'dumb white bitch' (via @user,UNHARMFUL_PROFANITY
580,gon na call everyone a wanker so if you get,UNHARMFUL_PROFANITY
583,you see normal conversations then the next you see titties.',UNHARMFUL_PROFANITY
588,he deleted tha shi with a QUICKNESS 😂🤣🤣 Guess these,UNHARMFUL_PROFANITY
591,main are now depressing as fuck too let's see how,UNHARMFUL_PROFANITY
593,"not wasting money, bottoms up motherfuckers, and downed it w/in",UNHARMFUL_PROFANITY
595,When a mfka don't keep it real with you it,UNHARMFUL_PROFANITY
599,kinda trash ngl 💯💯💯 - We kinda bitch ass motherfuckers,UNHARMFUL_PROFANITY
600,"years. Turgid, pain-staking, self-indulging pile of wnk. Avoid this shite",UNHARMFUL_PROFANITY
604,an ugly shirt from the fucking lost and found for,UNHARMFUL_PROFANITY
606,ask me if i had hoes at 10 years old,UNHARMFUL_PROFANITY
609,THEM FROM THE GROUP and DESTROY FRIENDSHIPS you fucking weirdos.,UNHARMFUL_PROFANITY
610,"never stops there. The absolute fuckery in last election, was",UNHARMFUL_PROFANITY
613,"𝙃𝙖𝙣𝙙 upon her throbbing hard cock, providing to Mel the",UNHARMFUL_PROFANITY
614,"or stepdaughter? dm me, no limits incest stepdaughter wankchat cumslut",UNHARMFUL_PROFANITY
620,your life is meaningless to them. Plats are just shitters.,UNHARMFUL_PROFANITY
623,"it, i chatted with the arsehole in dms and he",UNHARMFUL_PROFANITY
625,be unvaxxies. This is fucking scary shit. The really up,UNHARMFUL_PROFANITY
629,"start re-liking your stuff..... Fck off you daft twats, they're",UNHARMFUL_PROFANITY
631,"smoke, I'm toxic as all hell on here because this",UNHARMFUL_PROFANITY
640,is elderly superficial incestual role-playing bullshit is being torn apart.,UNHARMFUL_PROFANITY
641,What a dirty motherfucking play that was by whoever that,UNHARMFUL_PROFANITY
667,"Well look who's' here, my motherfucker from Atlanta on the",UNHARMFUL_PROFANITY
677,you assume that this wrinkly fuck had a soul. look,UNHARMFUL_PROFANITY
680,without her having memories of fucking somebody involved in the,UNHARMFUL_PROFANITY
682,I am a broke ass bitch'' 😂 Please send me,UNHARMFUL_PROFANITY
685,long winter of discontent and fuck ugly shoes seems to,UNHARMFUL_PROFANITY
686,all honesty that don't mean shit lol cause who else,UNHARMFUL_PROFANITY
692,studies class ONLINE?!?!? Why the fuck did I buy those,UNHARMFUL_PROFANITY
703,someone's youtube video for having shit audio quality but then,UNHARMFUL_PROFANITY
706,"he pulled out of his ass. But, all good. Tesla",UNHARMFUL_PROFANITY
707,not a true finsub. fuck off 😇 findom • humanatm,UNHARMFUL_PROFANITY
708,to deal with weak minded pussies. 😂 watch them all,UNHARMFUL_PROFANITY
709,"many: He's still your President, fucking snowflakes. If you don't",UNHARMFUL_PROFANITY
714,huge bwc and I'm horny pussy fuck cum dickrate cumtribute,UNHARMFUL_PROFANITY
715,"Every stretch, but for Ambur-Krishnagiri, is pretty fucked up now.",UNHARMFUL_PROFANITY
721,loads from so many giant cocks. I did have to,UNHARMFUL_PROFANITY
731,"be so disturbing. @SenTedCruz for fuck sake, lose some weight",UNHARMFUL_PROFANITY
737,"in the perfect era for music, fashion, and lifestyle..... 95muthafuckas",UNHARMFUL_PROFANITY
739,I'm' awake from my short asf nap that made me,UNHARMFUL_PROFANITY
747,her. Don't just say ‘ pussy ' or ‘ tits,UNHARMFUL_PROFANITY
757,tf would i do that?? i ain't your bitch byeee,UNHARMFUL_PROFANITY
763,I hate being alone I fucking hate this virus I,UNHARMFUL_PROFANITY
765,look out it's the birthday bitch @user : ] hope,UNHARMFUL_PROFANITY
766,buyingnudes I'm' sellingnudes. horny slut whore camgirls slutty paypigs nudes,UNHARMFUL_PROFANITY
768,through that pile and then arrested them all such bullshit,UNHARMFUL_PROFANITY
777,@user @user I'm not an asshole I just don't know,UNHARMFUL_PROFANITY
782,indeed love company n right now I'm a miserable.... miserable.crybaby.sad.ass.bitch.,UNHARMFUL_PROFANITY
799,given the option. I'm not fucking no thot that's for,UNHARMFUL_PROFANITY
805,faster. I also heard that titty milk babies get bigger,UNHARMFUL_PROFANITY
806,and be like wait dats badbitchesonlyspam from ig 🤨😂😂 mfs,UNHARMFUL_PROFANITY
815,make you think not every muthafucka should have a voice.,UNHARMFUL_PROFANITY
824,protest that's against our protest. Like what u racist bastards,UNHARMFUL_PROFANITY
829,farm then told me filthy whore now go make me,UNHARMFUL_PROFANITY
830,"my jaw was locked, this motherfucker swallowed soo much water",UNHARMFUL_PROFANITY
832,if dicked down in dallas was written by a lesbian:,UNHARMFUL_PROFANITY
833,and took me to the doctor instead of being assholes,UNHARMFUL_PROFANITY
842,Yws rubbing his cock inside sq's' lacy white underwear until,UNHARMFUL_PROFANITY
846,feeling the same way. It fucking sucks how children are,UNHARMFUL_PROFANITY
851,accurate that Mark is a fucking gross bastard who also,UNHARMFUL_PROFANITY
856,sounded like kimi no nawa OST bitchhhh ang ganda 🥺🥺🥺🥺🥺🥺🥺🥺🥺,UNHARMFUL_PROFANITY
857,@user Here's some truth you twat. Jorginho is utterly useless,UNHARMFUL_PROFANITY
862,guess kids don't care about shit quality but somehow still,UNHARMFUL_PROFANITY
864,"needs is our support.','y'all' are doing the exact opposite, fckers",UNHARMFUL_PROFANITY
865,"Thanos too. Though he gets bitchslapped most times, he comes",UNHARMFUL_PROFANITY
868,romantic feelings for as 'this motherfucker' and apparently it leaves,UNHARMFUL_PROFANITY
883,"masks but didn't you just hear my ass say 'Hello',''''?",UNHARMFUL_PROFANITY
885,health and that's their choice. Get off their dicks people,UNHARMFUL_PROFANITY
891,a show that gets as batshit ridiculous in the best,UNHARMFUL_PROFANITY
905,Bill Clinton over a consentual blow-job. Trump's raped several women,UNHARMFUL_PROFANITY
910,@user theyre such fucking morons when it comes to zack,UNHARMFUL_PROFANITY
912,throb of their lover's fat cock inside of them—and that's,UNHARMFUL_PROFANITY
914,"Fuck I have','n't' skated in years. My knees. Hahaha I",UNHARMFUL_PROFANITY
923,the center of the conversation again little bitch boi 😢,UNHARMFUL_PROFANITY
925,Call of Duty. There's no fucking war that will be,UNHARMFUL_PROFANITY
926,mind jyp telling him his songs werent good... that bitch,UNHARMFUL_PROFANITY
954,"this offense is so fucking pathetic. As always, Pete is",UNHARMFUL_PROFANITY
957,and tie i wouldnt care to make a sound bitch,UNHARMFUL_PROFANITY
963,"trench coat up, and goes fucking feral. Like the mere",UNHARMFUL_PROFANITY
966,Social anxiety at the gym sucks asssss,UNHARMFUL_PROFANITY
971,shoes all last year… they asses ain't want to help,UNHARMFUL_PROFANITY
980,feel like a piece of shit. But damn... talk to,UNHARMFUL_PROFANITY
990,"saw a tweet that says, 'niqqas who litter don't get",UNHARMFUL_PROFANITY
991,"'Daddy wants to fuck his little girl's tight cunt,' I",UNHARMFUL_PROFANITY
994,Like bro stfu. Everyone reacts to meds differently. Just bc,UNHARMFUL_PROFANITY
995,@maxrushden All the jealous cnuts coming out of the woodwork,UNHARMFUL_PROFANITY
999,war path & our drunk asses were in the way,UNHARMFUL_PROFANITY
1008,you worry about white celebrities and their musty ass families,UNHARMFUL_PROFANITY
